"name","est","target"
"RNF44",1381.00149,2575
"RNF5",3816.00324,6924
"RNF5P1",0,526
"RNF6",4600.99759,8984
"RNF6P1",0,NA
"RNF7",3455.01335,6810
"RNF7P1",8.13268,NA
"RNF8",685.40815,1324
"RNFT1",411.94426,800
"RNFT1P2",0,NA
"RNFT1P3",1.04861,NA
"RNFT2",366.901650121425,569
"RNGTT",736.09123,1456
"RNGTTP1",0,NA
"RNH1",4953.8441,9009
"RNLS",288.99988,457
"RNMT",1689.99971,3286
"RNMTL1",NA,1349
"RNMTL1P1",0,NA
"RNMTL1P2",0,NA
"RNPC3",662.13785,672
"RNPEP",9502.99617,17500
"RNPEPL1",3541.99666,6603
"RNPS1",9741.836911,17765
"RNPS1P1",2.36761,NA
"RNU11",NA,0
"RNU4ATAC",NA,0
"RNU5E",NA,3
"RNU6ATAC",NA,0
"RNY4",NA,0
"RNY5",NA,0
"RO60",1424.33122,NA
"ROBLD3",NA,7627
"ROBO1",1921.03581,3684
"ROBO2",1303.13677,2167
"ROBO2P1",0,NA
"ROBO3",187.00005,338
"ROBO4",1172.87782,2135
"ROCK1",3357.74473,5716
"ROCK1P1",141.598,NA
"ROCK2",2098.16886,1860
"ROD1",NA,10071
"ROGDI",3051.99692,5613
"ROM1",152.31378,288
"ROMO1",5324.99201,9941
"ROPN1",1.105113,21
"ROPN1B",56.89488,90
"ROPN1L",2954.99911,5683
"ROR1",126.00019,66
"ROR2",1083.000086,2078
"RORA",852.09111,1546
"RORB",40.3892,13
"RORC",2027.55249,3681
"ROS1",0.9999999,2
"RP1",207.29502,333
"RP1-177G6.2",NA,60
"RP1L1",31.7185,1
"RP2",1257.84,2582
"RP9",837.60081,1415
"RP9P",199.012,819
"RPA1",3862.77503,7596
"RPA2",1993.00338,3828
"RPA2P1",0,NA
"RPA2P2",0,NA
"RPA2P3",0,NA
"RPA3",1446.01227,2494
"RPA4",3,4
"RPAIN",893.2791928512,2071
"RPAP1",1042.59143,1933
"RPAP2",2007.5815,1051
"RPAP2P1",2,NA
"RPAP3",2155.43623,4021
"RPE",2897.26391,4509
"RPE65",7,7
"RPEL1",1.04208,NA
"RPEP1",0,NA
"RPEP2",0,NA
"RPEP3",2,NA
"RPEP4",0,NA
"RPEP5",0,NA
"RPEP6",0,NA
"RPF1",2199.36406,4292
"RPF2",1818.8965,2982
"RPF2P1",1.01947,NA
"RPF2P2",0,NA
"RPGR",2286.40456,4252
"RPGRIP1",53.0909,71
"RPGRIP1L",616.64282,834
"RPH3A",44.57103,22
"RPH3AL",114.88596854,321
"RPIA",1332,2602
"RPIAP1",0,NA
"RPL10",66360.1780531952,130373
"RPL10A",19493.32542,38271
"RPL10AP1",1.32903,NA
"RPL10AP2",2.78102,NA
"RPL10AP3",0,NA
"RPL10AP5",1,NA
"RPL10AP6",8.46744,NA
"RPL10L",12.0021,24
"RPL10P1",1.00161,NA
"RPL10P10",0,NA
"RPL10P11",0,NA
"RPL10P12",1.32317,NA
"RPL10P13",6.00303,NA
"RPL10P14",1.00084,NA
"RPL10P15",6.06025,NA
"RPL10P16",54.8127,NA
"RPL10P17",0,NA
"RPL10P18",0,NA
"RPL10P19",11.14916,NA
"RPL10P2",0,NA
"RPL10P3",3.02505,NA
"RPL10P4",2.71863,NA
"RPL10P5",2.00067,NA
"RPL10P6",4.00064,NA
"RPL10P7",4.00047,NA
"RPL10P8",2.05048,NA
"RPL10P9",25.7085,NA
"RPL11",30488.0206,59845
"RPL11P3",3.00618,NA
"RPL11P4",0,NA
"RPL11P5",0,NA
"RPL12",38702.29882,75195
"RPL12P1",0,NA
"RPL12P10",1.00022,NA
"RPL12P11",0,NA
"RPL12P12",9.74405,NA
"RPL12P13",0,NA
"RPL12P14",1.33684,NA
"RPL12P15",4.01713,NA
"RPL12P16",21.1336,NA
"RPL12P17",0,NA
"RPL12P18",0,NA
"RPL12P19",0,NA
"RPL12P2",0,NA
"RPL12P20",0,NA
"RPL12P21",5,NA
"RPL12P22",0,NA
"RPL12P23",0,NA
"RPL12P24",0,NA
"RPL12P25",7,NA
"RPL12P26",0,NA
"RPL12P27",4.00134,NA
"RPL12P28",0,NA
"RPL12P29",0,NA
"RPL12P3",0,NA
"RPL12P30",0,NA
"RPL12P31",0,NA
"RPL12P32",0,NA
"RPL12P33",1.00114,NA
"RPL12P34",0,NA
"RPL12P35",2.10272,NA
"RPL12P36",0,NA
"RPL12P37",0,NA
"RPL12P38",57.1487,NA
"RPL12P39",0,NA
"RPL12P4",5.27492,NA
"RPL12P40",0,NA
"RPL12P41",1.00456,NA
"RPL12P42",4.12131,NA
"RPL12P43",0,NA
"RPL12P44",4.00058,NA
"RPL12P45",0,NA
"RPL12P46",0,NA
"RPL12P47",0,NA
"RPL12P48",0,NA
"RPL12P49",0,NA
"RPL12P5",0,NA
"RPL12P50",0,NA
"RPL12P6",2.19341,NA
"RPL12P7",1,NA
"RPL12P8",5.23196,NA
"RPL12P9",1,NA
"RPL13",42624.94049,85089
"RPL13A",69655.69301,134684
"RPL13AP",0,NA
"RPL13AP17",0,0
"RPL13AP19",0,NA
"RPL13AP2",5.01067,NA
"RPL13AP20",31.2401,1835
"RPL13AP23",0,NA
"RPL13AP25",30.098,NA
"RPL13AP3",9.01623,143
"RPL13AP5",83.1992,NA
"RPL13AP6",1.00288,51
"RPL13AP7",104.58411,NA
"RPL13P",0,NA
"RPL13P12",796.825,NA
"RPL13P2",1.00214,NA
"RPL13P4",0,NA
"RPL13P5",77.476444,54
"RPL13P6",2.00035,NA
"RPL14",43343.35851,76636
"RPL14P1",128.476,NA
"RPL14P3",6.09707,NA
"RPL14P5",1,NA
"RPL15",53584.9782,104798
"RPL15P1",1.00003,NA
"RPL15P13",0,NA
"RPL15P14",3.08336,NA
"RPL15P18",3.01386,NA
"RPL15P2",5.60624,NA
"RPL15P20",0,NA
"RPL15P21",0,NA
"RPL15P3",31.6752,NA
"RPL15P4",0,NA
"RPL17",23358.38512,41241
"RPL17-C18orf32",509.173,NA
"RPL17P1",1,NA
"RPL17P10",3,NA
"RPL17P11",0,NA
"RPL17P12",0,NA
"RPL17P17",0,NA
"RPL17P19",0,NA
"RPL17P2",0,NA
"RPL17P20",1.00071,NA
"RPL17P22",3.02337,NA
"RPL17P25",0,NA
"RPL17P26",0,NA
"RPL17P3",0,NA
"RPL17P33",0,NA
"RPL17P34",4.21161,NA
"RPL17P35",0,NA
"RPL17P36",28.2463,NA
"RPL17P37",0,NA
"RPL17P40",0,NA
"RPL17P41",0,NA
"RPL17P43",0,NA
"RPL17P44",0,NA
"RPL17P45",0,NA
"RPL17P46",0,NA
"RPL17P49",0,NA
"RPL17P50",17.3438,NA
"RPL17P51",0,NA
"RPL18",37823.0390925292,69150
"RPL18A",18279.52164,36057
"RPL18AP14",0,NA
"RPL18AP15",0,NA
"RPL18AP16",0,NA
"RPL18AP17",0,NA
"RPL18AP2",5,NA
"RPL18AP3",4.02209,NA
"RPL18AP7",5,NA
"RPL18AP8",0,NA
"RPL18P1",0,NA
"RPL18P10",6,NA
"RPL18P11",0,NA
"RPL18P13",2.00678,NA
"RPL19",143560.096,276706
"RPL19P1",0,NA
"RPL19P11",2.00051,NA
"RPL19P12",NA,197
"RPL19P13",2,NA
"RPL19P14",0,NA
"RPL19P16",3.00962,NA
"RPL19P18",0,NA
"RPL19P20",16.0039,NA
"RPL19P21",6.00879,NA
"RPL21",16838.8951,41650
"RPL21P1",1.00723,NA
"RPL21P10",1.00033,NA
"RPL21P103",0,NA
"RPL21P104",0,NA
"RPL21P106",0,NA
"RPL21P107",0,NA
"RPL21P108",0,NA
"RPL21P109",0,NA
"RPL21P11",5.43241,NA
"RPL21P110",3.00253,NA
"RPL21P111",0,NA
"RPL21P112",0,NA
"RPL21P116",0,NA
"RPL21P119",9.78068,NA
"RPL21P12",0,NA
"RPL21P120",2.25324,NA
"RPL21P121",0,NA
"RPL21P123",0,NA
"RPL21P126",0,NA
"RPL21P127",2,NA
"RPL21P129",1.00431,NA
"RPL21P13",5,NA
"RPL21P131",0,NA
"RPL21P132",0,NA
"RPL21P133",0,NA
"RPL21P134",1.12476,NA
"RPL21P135",19.4929,NA
"RPL21P136",1,NA
"RPL21P16",3733.14,NA
"RPL21P17",0,NA
"RPL21P18",0,NA
"RPL21P2",4.01136,NA
"RPL21P23",0,NA
"RPL21P24",0,NA
"RPL21P28",2.36363,NA
"RPL21P3",0,NA
"RPL21P32",0,NA
"RPL21P33",0,NA
"RPL21P38",0,NA
"RPL21P39",1.1555,NA
"RPL21P4",0,NA
"RPL21P40",1.00037,NA
"RPL21P41",0,NA
"RPL21P42",4.00029,NA
"RPL21P43",0,NA
"RPL21P44",0,34
"RPL21P47",0,NA
"RPL21P5",0,NA
"RPL21P50",0,NA
"RPL21P54",1,NA
"RPL21P6",0,NA
"RPL21P65",1,NA
"RPL21P66",0,NA
"RPL21P67",0,NA
"RPL21P7",0,NA
"RPL21P71",0,NA
"RPL21P75",11.7197,NA
"RPL21P8",0,NA
"RPL21P88",1,NA
"RPL21P89",13,NA
"RPL21P9",0,NA
"RPL21P90",0,NA
"RPL21P91",0,NA
"RPL21P92",0,NA
"RPL21P93",1.24537,NA
"RPL21P99",0,NA
"RPL22",14906.16664,36848
"RPL22L1",2585.1469,5017
"RPL22P1",3832.56,NA
"RPL22P10",0,NA
"RPL22P11",2.01816,NA
"RPL22P12",4.20467e-06,NA
"RPL22P13",0,NA
"RPL22P14",0,NA
"RPL22P16",1.33761,NA
"RPL22P17",0,NA
"RPL22P18",0,NA
"RPL22P19",0,NA
"RPL22P2",10.8977,NA
"RPL22P20",0,NA
"RPL22P21",0,NA
"RPL22P22",0,NA
"RPL22P23",0,NA
"RPL22P24",24.0072,NA
"RPL22P3",0,NA
"RPL22P4",0,NA
"RPL22P5",0,NA
"RPL22P6",0,NA
"RPL22P7",0,NA
"RPL22P8",0,NA
"RPL23",50078.41381,97090
"RPL23A",15898.84745,45289
"RPL23AP1",19.1927,NA
"RPL23AP10",3,NA
"RPL23AP11",0,NA
"RPL23AP12",0,NA
"RPL23AP14",0,NA
"RPL23AP15",0,NA
"RPL23AP16",0,NA
"RPL23AP17",0,NA
"RPL23AP18",6.14693,NA
"RPL23AP19",0,NA
"RPL23AP2",16.7457,NA
"RPL23AP20",0,NA
"RPL23AP22",0,NA
"RPL23AP23",2,NA
"RPL23AP24",0,NA
"RPL23AP25",0,NA
"RPL23AP26",7.00041,NA
"RPL23AP27",0,NA
"RPL23AP28",0,NA
"RPL23AP29",0,NA
"RPL23AP3",1.002,NA
"RPL23AP30",0,NA
"RPL23AP31",0,NA
"RPL23AP32",0,2
"RPL23AP33",0,NA
"RPL23AP34",2,NA
"RPL23AP35",1.00584,NA
"RPL23AP36",0,NA
"RPL23AP37",0,NA
"RPL23AP38",0,NA
"RPL23AP39",0,NA
"RPL23AP4",0,NA
"RPL23AP40",0,NA
"RPL23AP41",0,NA
"RPL23AP42",6644.6,NA
"RPL23AP43",2.00666,NA
"RPL23AP44",0,NA
"RPL23AP45",0,NA
"RPL23AP46",0,NA
"RPL23AP47",8.35939e-08,NA
"RPL23AP48",0,NA
"RPL23AP49",5.01125,NA
"RPL23AP50",0,NA
"RPL23AP52",1.00011,NA
"RPL23AP53",30.29268,1654
"RPL23AP54",0,NA
"RPL23AP55",0,NA
"RPL23AP56",0,NA
"RPL23AP57",2.0014,NA
"RPL23AP58",1.00063,NA
"RPL23AP59",0,NA
"RPL23AP6",0,NA
"RPL23AP60",25.2958,NA
"RPL23AP61",0,NA
"RPL23AP62",0,NA
"RPL23AP63",2.04086e-06,NA
"RPL23AP64",8.00084,31
"RPL23AP65",5.26709,NA
"RPL23AP66",4.08258,NA
"RPL23AP67",8,NA
"RPL23AP68",0,NA
"RPL23AP69",0,NA
"RPL23AP7",219.4469,756
"RPL23AP70",0,NA
"RPL23AP71",0,NA
"RPL23AP72",0,NA
"RPL23AP73",0,NA
"RPL23AP74",2.09903,NA
"RPL23AP75",0,NA
"RPL23AP76",0,NA
"RPL23AP77",1,NA
"RPL23AP78",0,NA
"RPL23AP8",1,NA
"RPL23AP80",0,NA
"RPL23AP81",3,NA
"RPL23AP82",1045.161,1408
"RPL23AP83",0,NA
"RPL23AP84",0,NA
"RPL23AP85",0,NA
"RPL23AP86",1,NA
"RPL23AP87",79.3333,NA
"RPL23AP88",1.28387e-05,NA
"RPL23AP89",0,NA
"RPL23AP90",0,NA
"RPL23AP91",1,NA
"RPL23AP92",0,NA
"RPL23AP93",0,NA
"RPL23AP94",0,NA
"RPL23AP95",0,NA
"RPL23AP96",1.00007,NA
"RPL23AP97",2.0199,NA
"RPL23P10",0,NA
"RPL23P11",0,NA
"RPL23P2",9.03558,NA
"RPL23P4",0,NA
"RPL23P8",17.6259,391
"RPL24",34468.6863,66838
"RPL24P2",27.4477,NA
"RPL24P4",43.483,NA
"RPL24P7",1.00263,NA
"RPL24P8",7.36995,NA
"RPL26",26632.8427,52660
"RPL26L1",1531.0074,2981
"RPL26P19",8.08078,NA
"RPL26P20",0,NA
"RPL26P26",0,NA
"RPL26P27",8.26168,NA
"RPL26P28",1.00005,NA
"RPL26P29",1.00132,NA
"RPL26P3",4,NA
"RPL26P30",8.78697,NA
"RPL26P31",0,NA
"RPL26P34",0,NA
"RPL26P35",1.00113,NA
"RPL26P37",1.00279,NA
"RPL26P6",9.5716,NA
"RPL26P9",0,NA
"RPL27",17716.96218,34616
"RPL27A",46158.64997,94187
"RPL27AP",0,NA
"RPL27AP5",0,NA
"RPL27AP8",0,NA
"RPL27P12",0,NA
"RPL28",36844.2124,65077
"RPL29",43517.57913,85952
"RPL29P11",8.353,NA
"RPL29P12",1.33024,NA
"RPL29P14",6.00629,NA
"RPL29P19",28.0119,NA
"RPL29P2",1.00255,41
"RPL29P22",0,NA
"RPL29P23",1.3698,NA
"RPL29P24",6.00365,NA
"RPL29P25",11.3594,NA
"RPL29P28",0,NA
"RPL29P29",0,NA
"RPL29P3",1.00185,NA
"RPL29P30",0,NA
"RPL29P32",0,NA
"RPL29P33",0,NA
"RPL29P7",1.00206,NA
"RPL3",76252.82865,155784
"RPL30",44065.75715,83279
"RPL30P1",0,NA
"RPL30P10",0,NA
"RPL30P11",10.00744,NA
"RPL30P12",0,NA
"RPL30P13",1,NA
"RPL30P14",1.00072,NA
"RPL30P15",0,NA
"RPL30P16",0,NA
"RPL30P2",1,NA
"RPL30P3",1,NA
"RPL30P4",1.0025,NA
"RPL30P5",1,NA
"RPL30P6",0,NA
"RPL30P7",1.0001,NA
"RPL30P9",0,NA
"RPL31",29494.0263959229,58523
"RPL31P1",0,NA
"RPL31P11",1,29
"RPL31P12",0,NA
"RPL31P13",0,NA
"RPL31P15",0,NA
"RPL31P2",2.02671,NA
"RPL31P20",0,NA
"RPL31P28",1.00011,NA
"RPL31P3",0,NA
"RPL31P33",0,NA
"RPL31P35",0,NA
"RPL31P40",0,NA
"RPL31P41",0,NA
"RPL31P44",3,NA
"RPL31P45",0,NA
"RPL31P47",0,NA
"RPL31P49",1.00121,NA
"RPL31P50",0,NA
"RPL31P52",4,NA
"RPL31P53",0,NA
"RPL31P54",0,NA
"RPL31P56",0,NA
"RPL31P57",1.00005,NA
"RPL31P58",0,NA
"RPL31P59",0,NA
"RPL31P60",0,NA
"RPL31P61",3.00435,NA
"RPL31P63",2.02426,NA
"RPL31P7",0,NA
"RPL31P9",0,NA
"RPL32",44917.5169,87064
"RPL32P1",8.000357,NA
"RPL32P14",0,NA
"RPL32P23",0,NA
"RPL32P26",1.00036,NA
"RPL32P28",0,NA
"RPL32P29",173.92,NA
"RPL32P3",411.60733,737
"RPL32P31",0,NA
"RPL32P33",0,NA
"RPL32P34",1.00067,NA
"RPL32P35",0,NA
"RPL32P9",0,NA
"RPL34",18400.71576,36436
"RPL34P1",0,NA
"RPL34P17",0,NA
"RPL34P18",1.01064,NA
"RPL34P19",0,NA
"RPL34P20",0,NA
"RPL34P21",1,NA
"RPL34P22",0,NA
"RPL34P23",0,NA
"RPL34P26",2.00129,NA
"RPL34P27",1.00348,NA
"RPL34P29",0,NA
"RPL34P3",0,NA
"RPL34P31",0,NA
"RPL34P33",1.00162,NA
"RPL34P34",1.00541,NA
"RPL34P6",1.00034,NA
"RPL35",20790.68974,40442
"RPL35A",21980.9977,42719
"RPL35AP",0,NA
"RPL35AP12",0,NA
"RPL35AP15",0,NA
"RPL35AP18",0,NA
"RPL35AP19",0,NA
"RPL35AP21",0,NA
"RPL35AP22",0,NA
"RPL35AP23",0,NA
"RPL35AP24",0,NA
"RPL35AP26",0,NA
"RPL35AP28",0,NA
"RPL35AP3",0,NA
"RPL35AP30",0,NA
"RPL35AP31",0,NA
"RPL35AP32",3,NA
"RPL35AP33",0,NA
"RPL35AP35",0,NA
"RPL35AP4",0,NA
"RPL35P1",4.38221,NA
"RPL35P2",20.2411,NA
"RPL35P3",0,NA
"RPL35P4",0,NA
"RPL35P5",20.7163,NA
"RPL35P6",1,NA
"RPL35P8",0,NA
"RPL35P9",0,NA
"RPL36",13643.6289,26313
"RPL36A",21911.31634,48616
"RPL36A-HNRNPH2",6.67296,NA
"RPL36AL",15342.6,30547
"RPL36AP10",0,NA
"RPL36AP13",0,NA
"RPL36AP15",2,NA
"RPL36AP21",0,NA
"RPL36AP26",0,NA
"RPL36AP29",0,NA
"RPL36AP33",0,NA
"RPL36AP35",0,NA
"RPL36AP36",0,NA
"RPL36AP39",0,NA
"RPL36AP40",0,NA
"RPL36AP41",1.02726,NA
"RPL36AP43",12.0662,NA
"RPL36AP45",2.13734,NA
"RPL36AP48",0,NA
"RPL36AP51",0,NA
"RPL36AP53",0,NA
"RPL36AP55",0,NA
"RPL36AP6",0,NA
"RPL36P1",0,NA
"RPL36P16",0,NA
"RPL36P18",0,NA
"RPL36P19",0,NA
"RPL36P2",0,NA
"RPL36P20",0,NA
"RPL36P4",0.00160104,NA
"RPL37",30480.093,60396
"RPL37A",31656.50633,58556
"RPL37AP1",3.00528,NA
"RPL37AP8",1.00342,NA
"RPL37P1",13,NA
"RPL37P10",0,NA
"RPL37P15",0,NA
"RPL37P18",0,NA
"RPL37P2",7.71435,NA
"RPL37P21",0,NA
"RPL37P23",2.013,NA
"RPL37P25",0,NA
"RPL37P3",0,NA
"RPL37P4",1,NA
"RPL37P6",11.9885,NA
"RPL38",27662.91643,53717
"RPL38P1",0,NA
"RPL38P3",0,NA
"RPL38P4",0,NA
"RPL39",36101.6481,71531
"RPL39L",84.2775,146
"RPL39P",0,NA
"RPL39P18",0,NA
"RPL39P25",0,NA
"RPL39P26",0,NA
"RPL39P28",0,NA
"RPL39P29",0,NA
"RPL39P3",0,NA
"RPL39P31",0,NA
"RPL39P33",0,NA
"RPL39P34",3.90156,NA
"RPL39P36",9.00212,NA
"RPL39P38",1.00076,NA
"RPL39P39",0,NA
"RPL39P40",0,NA
"RPL39P5",12.9635,NA
"RPL39P6",0,NA
"RPL3L",47.36,26
"RPL3P1",1.00098,NA
"RPL3P10",2.00292,NA
"RPL3P11",0,NA
"RPL3P12",1.00006,NA
"RPL3P13",0,NA
"RPL3P2",103.56295,NA
"RPL3P3",1.00035,NA
"RPL3P4",3985.56,NA
"RPL3P5",0,NA
"RPL3P6",3.00206,NA
"RPL3P7",1.0094,NA
"RPL3P8",0,NA
"RPL3P9",5.01074,NA
"RPL4",57817.09063,110068
"RPL41",52842.53459,102491
"RPL41P1",0,NA
"RPL41P2",66.4865,NA
"RPL41P5",0,NA
"RPL4P1",17.0018,NA
"RPL4P2",5.03208,NA
"RPL4P3",0,NA
"RPL4P4",16.5653,NA
"RPL4P5",13.88646,NA
"RPL4P6",32.0007,NA
"RPL5",39331.6279,78461
"RPL5P1",2.39704,NA
"RPL5P10",0,NA
"RPL5P11",0,NA
"RPL5P12",1.18952,NA
"RPL5P13",1,NA
"RPL5P14",0,NA
"RPL5P15",0,NA
"RPL5P16",1,NA
"RPL5P17",0,NA
"RPL5P18",1.00078,NA
"RPL5P19",0,NA
"RPL5P2",0,NA
"RPL5P20",0,NA
"RPL5P21",0,NA
"RPL5P22",1.00095,NA
"RPL5P23",11.9353,NA
"RPL5P24",4.00898,NA
"RPL5P25",1,NA
"RPL5P26",0,NA
"RPL5P27",1.00003,NA
"RPL5P28",0,NA
"RPL5P29",12.08384,NA
"RPL5P3",10.043,NA
"RPL5P30",15.0014,NA
"RPL5P31",0,NA
"RPL5P32",0,NA
"RPL5P33",0,NA
"RPL5P34",5.11727,NA
"RPL5P35",1.00007,NA
"RPL5P4",3.77397,NA
"RPL5P5",1.00098,NA
"RPL5P6",0,NA
"RPL5P7",0,NA
"RPL5P8",2.00005,NA
"RPL5P9",0,NA
"RPL6",41536.42357,92509
"RPL6P12",0,NA
"RPL6P2",0,NA
"RPL6P21",0,NA
"RPL6P24",0,NA
"RPL6P25",0,NA
"RPL6P27",16.74023,NA
"RPL6P29",0,NA
"RPL6P30",4.00066,NA
"RPL6P5",0,NA
"RPL6P7",1,NA
"RPL6P8",1,NA
"RPL6P9",0,NA
"RPL7",50128.4381,99190
"RPL7A",61586.88304,121925
"RPL7AP10",11.0002,NA
"RPL7AP11",7.81062,NA
"RPL7AP14",2.38494,NA
"RPL7AP15",4,NA
"RPL7AP2",3,NA
"RPL7AP23",0,NA
"RPL7AP25",0,NA
"RPL7AP26",11.7656,NA
"RPL7AP28",3.57388,NA
"RPL7AP3",2.00054,NA
"RPL7AP30",9.66604,NA
"RPL7AP31",1.20447,NA
"RPL7AP33",1.00003,NA
"RPL7AP34",2.00648,NA
"RPL7AP38",0,NA
"RPL7AP4",0,NA
"RPL7AP49",0,NA
"RPL7AP50",6.03316,NA
"RPL7AP51",0,NA
"RPL7AP52",0,NA
"RPL7AP53",2.17692,NA
"RPL7AP56",0,NA
"RPL7AP57",0,NA
"RPL7AP58",0,NA
"RPL7AP6",25.3763,NA
"RPL7AP60",1.00094,NA
"RPL7AP61",0,NA
"RPL7AP64",65,NA
"RPL7AP65",0,NA
"RPL7AP66",26.1384,NA
"RPL7AP69",0,NA
"RPL7AP7",0,NA
"RPL7AP71",0,NA
"RPL7AP72",0,NA
"RPL7AP73",0,NA
"RPL7AP8",2.00092,NA
"RPL7AP9",0,NA
"RPL7L1",8440.27759,8251
"RPL7L1P1",6,NA
"RPL7L1P10",7,NA
"RPL7L1P11",0,NA
"RPL7L1P12",0,NA
"RPL7L1P13",0,NA
"RPL7L1P2",0,NA
"RPL7L1P3",0,NA
"RPL7L1P4",0,NA
"RPL7L1P5",2.00168,NA
"RPL7L1P7",0,NA
"RPL7L1P8",0,NA
"RPL7L1P9",0,NA
"RPL7P1",90.1388,NA
"RPL7P10",0,NA
"RPL7P11",2.00055,NA
"RPL7P12",0,NA
"RPL7P13",1.00019,NA
"RPL7P14",0,NA
"RPL7P15",0,NA
"RPL7P16",3.00099,NA
"RPL7P17",1,NA
"RPL7P18",12.0003,NA
"RPL7P19",0,NA
"RPL7P2",0,NA
"RPL7P20",0,NA
"RPL7P21",0,NA
"RPL7P22",0,NA
"RPL7P23",31.5873,NA
"RPL7P24",2.00943,NA
"RPL7P25",0,NA
"RPL7P26",0,NA
"RPL7P27",0,NA
"RPL7P28",6.01994,NA
"RPL7P29",0,NA
"RPL7P3",0,NA
"RPL7P30",0,NA
"RPL7P31",0,NA
"RPL7P32",11.5162,NA
"RPL7P33",0,NA
"RPL7P34",0,NA
"RPL7P35",0,NA
"RPL7P36",0,NA
"RPL7P37",0,NA
"RPL7P38",2.00009,NA
"RPL7P39",3,NA
"RPL7P4",0,NA
"RPL7P40",0,NA
"RPL7P41",1.0972,NA
"RPL7P42",1,NA
"RPL7P43",0,NA
"RPL7P44",1.00433,NA
"RPL7P45",0,NA
"RPL7P46",2.00166,NA
"RPL7P47",9.57301,NA
"RPL7P48",3.00223,NA
"RPL7P49",3,NA
"RPL7P5",0,NA
"RPL7P50",2.00159,NA
"RPL7P51",0,NA
"RPL7P52",0,NA
"RPL7P53",0,NA
"RPL7P54",0,NA
"RPL7P55",0,NA
"RPL7P56",0,NA
"RPL7P57",0,NA
"RPL7P58",0,NA
"RPL7P59",1.00017,NA
"RPL7P6",3.03321,NA
"RPL7P60",0,NA
"RPL7P61",0,NA
"RPL7P7",2.0006,NA
"RPL7P8",0,NA
"RPL7P9",16.6223,NA
"RPL8",82833.9824,155992
"RPL8P2",3.0047,NA
"RPL9",39483.7742,75557
"RPL9P15",0,NA
"RPL9P16",0,NA
"RPL9P18",2.01782,NA
"RPL9P2",9,NA
"RPL9P21",1.00358,NA
"RPL9P25",4.34767,NA
"RPL9P28",0,NA
"RPL9P29",7,NA
"RPL9P3",1.00785,NA
"RPL9P30",1,NA
"RPL9P31",0,NA
"RPL9P32",2.03405,NA
"RPL9P33",0,NA
"RPL9P5",8,NA
"RPL9P6",0,NA
"RPL9P7",13.5224,NA
"RPLP0",61417.20289,109878
"RPLP0P1",0,NA
"RPLP0P11",0,NA
"RPLP0P2",260.4878,659
"RPLP0P6",12.916,NA
"RPLP0P7",0,NA
"RPLP1",77334.3683,150140
"RPLP1P10",0,NA
"RPLP1P11",1.05681,NA
"RPLP1P13",1,NA
"RPLP1P6",44.00107,NA
"RPLP2",27651.03708,45578
"RPLP2P1",2,NA
"RPN1",20964.03199,39840
"RPN2",20568.28386,39750
"RPP14",1495.65011,2509
"RPP21",1648.8502019,2339
"RPP25",1070,1974
"RPP25L",1341.002,NA
"RPP30",1570.1301,3116
"RPP38",1056.91717,2021
"RPP40",481.9995,904
"RPP40P1",0,NA
"RPP40P2",0,NA
"RPPH1",NA,111
"RPRD1A",1430.99484,2617
"RPRD1B",1829.6874,3443
"RPRD2",3378.00103,6396
"RPRM",56,110
"RPRML",0,0
"RPS10",24922.0081,48255
"RPS10-NUDT3",1969.6629,NA
"RPS10P14",0,NA
"RPS10P16",0,NA
"RPS10P18",0,NA
"RPS10P2",8.03515,NA
"RPS10P20",0,NA
"RPS10P21",0,NA
"RPS10P27",0,NA
"RPS10P28",4.0334,NA
"RPS10P3",1.04359,NA
"RPS10P5",66.5859,NA
"RPS10P7",180.7815,458
"RPS11",56947.9004,112082
"RPS11P1",0,NA
"RPS11P5",9.11986,NA
"RPS11P7",0,NA
"RPS12",18859.794,37666
"RPS12P10",0,NA
"RPS12P15",0,NA
"RPS12P16",6,NA
"RPS12P17",0,NA
"RPS12P18",0,NA
"RPS12P2",0,NA
"RPS12P20",1,NA
"RPS12P21",0,NA
"RPS12P23",0,NA
"RPS12P24",0,NA
"RPS12P26",3.14716,NA
"RPS12P27",1,NA
"RPS12P28",3.59998,NA
"RPS12P31",0,NA
"RPS12P5",0,NA
"RPS13",14635.6715,28793
"RPS13P2",2.1848,NA
"RPS14",34352.7705,73057
"RPS14P4",1,NA
"RPS14P7",0,NA
"RPS14P8",0,NA
"RPS15",15769.08792,29558
"RPS15A",31217.00663,60483
"RPS15AP1",5.46718,NA
"RPS15AP10",12.0073,73
"RPS15AP11",0,NA
"RPS15AP12",8.09057,NA
"RPS15AP16",5.00061,NA
"RPS15AP17",1.00188,NA
"RPS15AP18",3.00016,NA
"RPS15AP24",2.25042,NA
"RPS15AP25",0,NA
"RPS15AP27",0,NA
"RPS15AP28",0,NA
"RPS15AP29",1,NA
"RPS15AP3",0,NA
"RPS15AP30",1,NA
"RPS15AP32",0,NA
"RPS15AP34",0,NA
"RPS15AP36",10,NA
"RPS15AP38",4.10587,NA
"RPS15AP40",0,NA
"RPS15AP5",0,NA
"RPS15AP6",7,NA
"RPS15AP7",0,NA
"RPS15AP9",0,NA
"RPS15P5",4.08781,NA
"RPS15P9",2,NA
"RPS16",22125.47183,43366
"RPS16P5",8,NA
"RPS16P8",0,NA
"RPS16P9",0,NA
"RPS17",22935.74236,44598
