"name","est","target"
"B9D2",889.1122,1721
"BAALC",568.00021,1074
"BAAT",2,25
"BABAM1",2214.3761467,NA
"BABAM2",1972.4997009472,NA
"BACE1",1884.88836,4065
"BACE2",1926.05175,2953
"BACH1",1188.60818,2285
"BACH2",237.727,475
"BAD",2759.00374,4969
"BAG1",4526.70378,8614
"BAG2",742.273,728
"BAG3",4850.9955,9075
"BAG4",802.00456,394
"BAG5",2829.37972,5553
"BAG6",10667.0016131791,NA
"BAGE",NA,53
"BAGE2",36.32445,22
"BAHCC1",540.99995,985
"BAHD1",1570.002,2975
"BAI1",NA,73
"BAI2",NA,2029
"BAI3",NA,25
"BAIAP2",2594.383319774,5272
"BAIAP2L1",1608.4045,3082
"BAIAP2L2",38,55
"BAIAP3",2662.30816,5080
"BAK1",1883.3189,3620
"BAK1P1",4.63157,NA
"BAK1P2",5,NA
"BAMBI",7607,14774
"BANF1",18711.85714,36147
"BANF1P1",2,NA
"BANF1P2",3.00182,NA
"BANF1P3",1.13837,NA
"BANF1P4",0,NA
"BANF1P5",0,NA
"BANF2",7,12
"BANK1",118.53751,205
"BANP",474.33431,790
"BAP1",3187.0012,6017
"BARD1",951.70716,226
"BARHL1",0,0
"BARHL2",0,0
"BARX1",4,7
"BARX2",232.19848,447
"BASE",NA,0
"BASP1",2681.00458,5412
"BASP1P1",0,NA
"BAT1",NA,29574
"BAT2",NA,21466
"BAT2L1",NA,10728
"BAT2L2",NA,24534
"BAT3",NA,19650
"BAT4",NA,1299
"BAT5",NA,4562
"BATF",2028.9998,4006
"BATF2",301.00004,567
"BATF3",173.9997,320
"BAX",2274.7764,3886
"BAZ1A",3908.15822,7450
"BAZ1B",4008.9952,7465
"BAZ2A",4266.3372036,8117
"BAZ2B",1491.02435,2585
"BBC3",933.0006,1572
"BBIP1",1571.90777,NA
"BBIP1P1",1,NA
"BBOF1",3529.62297,NA
"BBOX1",39,76
"BBS1",3030.20009,6403
"BBS10",749,1456
"BBS12",235,461
"BBS2",1249.19674,2430
"BBS4",942.99957,1773
"BBS5",1081.578,2340
"BBS7",287.99955,565
"BBS9",840.95819,1608
"BBX",2650.00103,5144
"BCAM",47049.5696,88260
"BCAN",5,9
"BCAP29",2080.04119103996,4272
"BCAP31",20746.62692,39857
"BCAP31P1",20.179,NA
"BCAP31P2",7.16201,NA
"BCAR1",2465.999034,4342
"BCAR1P1",0,NA
"BCAR1P2",0,NA
"BCAR3",2341.28529,4388
"BCAR4",NA,3639
"BCAS1",2515.2765,4903
"BCAS2",1447.4835,2317
"BCAS2P1",2.01656,NA
"BCAS2P2",73.4978,NA
"BCAS2P3",0,NA
"BCAS3",765.878484406173,1320
"BCAS4",1832.631,5063
"BCAT1",957.61143,1792
"BCAT2",2123.33119,3974
"BCCIP",5662.69833,10769
"BCDIN3D",595.3686,996
"BCHE",18.99997,38
"BCKDHA",1201.56287,2221
"BCKDHB",568.1899,1151
"BCKDK",2640.00094,4979
"BCL10",1342.57126,2611
"BCL11A",128.91839,136
"BCL11B",452.9997,856
"BCL2",922.0005,1595
"BCL2A1",185.0845,367
"BCL2L1",12029.00839,22230
"BCL2L10",33,33
"BCL2L11",1597.99995122222,3090
"BCL2L12",1073.45514,2024
"BCL2L12P1",1.03347,NA
"BCL2L13",2137.537616053,3917
"BCL2L14",73.9540201185134,97
"BCL2L15",187.74629,533
"BCL2L2",1696.5832,3206
"BCL2L2-PABPN1",8.16668,NA
"BCL3",4940.00149,9411
"BCL6",2711.00262,4980
"BCL6B",992.00031,1852
"BCL7A",1961.747876,2841
"BCL7B",2035.6186,3823
"BCL7C",3789.92207,6491
"BCL8",NA,23
"BCL9",2170.9985,4154
"BCL9L",1483.3279,5641
"BCL9P1",12,NA
"BCLAF1",6223.91928,12093
"BCLAF1P1",0,NA
"BCLAF1P2",0,NA
"BCLAF3",776.4809,NA
"BCMO1",NA,17
"BCO1",10,NA
"BCO2",82.62136,311
"BCOR",1700.59031,3203
"BCORL1",920.99961,1539
"BCORL2",NA,2
"BCORP1",7.06682,NA
"BCR",2476.66031,4548
"BCRP1",1.0267,NA
"BCRP2",113.97496,NA
"BCRP4",0,NA
"BCRP5",0,NA
"BCRP6",0,NA
"BCRP7",0,NA
"BCRP8",0,NA
"BCRP9",0,NA
"BCS1L",1112.00049,1928
"BCYRN1",NA,2041
"BDH1",1560.76808624,2578
"BDH2",1083.00033,2041
"BDH2P1",0,NA
"BDKRB1",98.49821,180
"BDKRB2",898.3602,1749
"BDNF",47.0000101087761,74
"BDNFOS",NA,221
"BDP1",1513.895360533,2919
"BDP1P",0,NA
"BEAN",NA,129
"BEAN1",81.4277,NA
"BECN1",2757.18614,4399
"BECN1P2",0,NA
"BECN2",0,NA
"BEGAIN",38.06803,67
"BEND2",11.3433,100
"BEND3",714,1461
"BEND3P1",105.555,NA
"BEND3P2",0,NA
"BEND3P3",26.445,NA
"BEND4",5.0000048126,10
"BEND5",110,191
"BEND6",168.00032,318
"BEND7",93.39536,401
"BEND7P1",0,NA
"BEST1",253.060426,518
"BEST2",4.05346,4
"BEST3",23.326877,79
"BEST4",88,135
"BET1",1148.09663,2307
"BET1L",3743.00235,7087
"BET1P1",4,NA
"BET3L",NA,12
"BEX1",2,4
"BEX2",12.0065,29
"BEX3",755,NA
"BEX4",2898.99000001959,5622
"BEX5",39,74
"BEYLA",NA,9
"BFAR",3183.15916,6135
"BFSP1",118.00001,221
"BFSP2",8,15
"BGLAP",57.8719,540
"BGN",68025.60126,135000
"BHLHA15",9,13
"BHLHA9",1,NA
"BHLHB9",117.0013228719,189
"BHLHB9P1",0,NA
"BHLHE22",135,268
"BHLHE23",0,0
"BHLHE40",5200.2091,10152
"BHLHE41",8294.9595,16239
"BHMG1",0,NA
"BHMT",8.08871,6
"BHMT2",201.737,366
"BICC1",1480.0075,509
"BICD1",910.99907,752
"BICD1P1",0,NA
"BICD2",1430.998,2725
"BICDL1",1386.13460020507,NA
"BICDL2",5371.7364,NA
"BICRA",1227.4507,NA
"BICRAL",1479,NA
"BID",1217.44674,2214
"BIK",1026,1976
"BIN1",1221.99916,2156
"BIN2",958.96195,1873
"BIN2P1",6.1569,NA
"BIN2P2",0,NA
"BIN3",1141.8024,2144
"BIRC2",1909.00252,3718
"BIRC3",1218.5194,1588
"BIRC5",1181.01938,1908
"BIRC6",2739.14733,5323
"BIRC6-AS2",4.07949,NA
"BIRC7",18,34
"BIRC8",0,0
"BIVM",1187.083404,2244
"BIVM-ERCC5",0,NA
"BLACAT1",11,NA
"BLCAP",9457.373719678,17346
"BLID",0,0
"BLK",18.89529,47
"BLM",459.2091,851
"BLMH",1671.38293,3186
"BLNK",1538.98967,2823
"BLOC1S1",3350.91645,6322
"BLOC1S2",2422.275,4557
"BLOC1S2P1",0,NA
"BLOC1S3",1500.10801,2940
"BLOC1S4",503,NA
"BLOC1S5",838.04332,NA
"BLOC1S5-TXNDC5",50.3578,NA
"BLOC1S6",7815.9298,NA
"BLVRA",4707.63375,9109
"BLVRB",4644.01418,8451
"BLZF1",1789.5901,3418
"BLZF2P",3,NA
"BMERB1",536.000007269,NA
"BMF",1903.74943,3582
"BMI1",6370.68702,12496
"BMI1P1",1,NA
"BMP1",3910.893076,7332
"BMP10",0,0
"BMP15",4,8
"BMP2",48,92
"BMP2K",1740.12587,1167
"BMP2KL",0,NA
"BMP3",22.1998,85
"BMP4",3609.00064,6804
"BMP5",2,2
"BMP6",200.92,573
"BMP6P1",0,NA
"BMP7",225.76811136,560
"BMP8A",1475.34,3031
"BMP8B",315.262,320
"BMPER",27.08432387,46
"BMPR1A",2527.7514176,3174
"BMPR1AP1",0,NA
"BMPR1AP2",0,NA
"BMPR1B",191.74733,356
"BMPR2",4923.68627,9609
"BMS1",2390.36,4889
"BMS1P1",229.01708,NA
"BMS1P10",35.9815,NA
"BMS1P11",0,NA
"BMS1P12",0,NA
"BMS1P13",1.69511,NA
"BMS1P15",0,NA
"BMS1P16",2.89771,NA
"BMS1P17",0,NA
"BMS1P19",0,NA
"BMS1P2",35.7348,NA
"BMS1P21",0,NA
"BMS1P22",63.22085,NA
"BMS1P3",93.7789,NA
"BMS1P4",53.05881,257
"BMS1P5",NA,610
"BMS1P7",0,NA
"BMS1P8",58.86275,NA
"BMS1P9",0,NA
"BMT2",531,NA
"BMX",98,184
"BNC1",40,76
"BNC2",1005.46893,1942
"BNIP1",623.0002,1161
"BNIP2",2737.10914,3774
"BNIP3",1062.51159,1745
"BNIP3L",4994.925,9719
"BNIP3P1",1.88579,NA
"BNIP3P10",9,NA
"BNIP3P11",44,NA
"BNIP3P13",0,NA
"BNIP3P15",0,NA
"BNIP3P16",3.35561,NA
"BNIP3P17",28,NA
"BNIP3P18",4.42067,NA
"BNIP3P19",1,NA
"BNIP3P2",0,NA
"BNIP3P20",0,NA
"BNIP3P22",0,NA
"BNIP3P23",0,NA
"BNIP3P24",6.66394,NA
"BNIP3P25",0,NA
"BNIP3P26",2,NA
"BNIP3P27",2,NA
"BNIP3P28",17.1428,NA
"BNIP3P29",0,NA
"BNIP3P3",0,NA
"BNIP3P30",5,NA
"BNIP3P31",0,NA
"BNIP3P32",0,NA
"BNIP3P33",4,NA
"BNIP3P34",0,NA
"BNIP3P35",0,NA
"BNIP3P36",0,NA
"BNIP3P37",18.3042,NA
"BNIP3P38",0,NA
"BNIP3P39",8,NA
"BNIP3P4",0,NA
"BNIP3P40",1,NA
"BNIP3P41",4,NA
"BNIP3P42",0,NA
"BNIP3P5",1.73107,NA
"BNIP3P6",0,NA
"BNIP3P7",0,NA
"BNIP3P8",0,NA
"BNIP3P9",5.55978,NA
"BNIP5",9,NA
"BNIPL",1155.7465,2235
"BOC",859.12626,1930
"BOD1",1573.99943,2973
"BOD1L",NA,3218
"BOD1L1",1681.2212,NA
"BOD1L2",0,NA
"BOD1P1",0,NA
"BOD1P2",0,NA
"BOK",911,1733
"BOLA1",750.9998,1432
"BOLA2",238.7884,9189
"BOLA2-SMG1P6",1720.249,NA
"BOLA2B",3587.5755,NA
"BOLA2P1",1.00299,NA
"BOLA2P2",13,NA
"BOLA2P3",8,NA
"BOLA3",1074.3154,2038
"BOLA3P1",0,NA
"BOLA3P2",0,NA
"BOLA3P3",0,NA
"BOLA3P4",0,NA
"BOLL",11.91977,37
"BOP1",2180.0017,1941
"BORA",522.38284,NA
"BORCS5",374.80498,NA
"BORCS6",676,NA
"BORCS7",1739.12678,NA
"BORCS7-ASMT",0,NA
"BORCS8",547.45056,NA
"BORCS8-MEF2B",113.608010011335,NA
"BPESC1",NA,0
"BPGM",1638.00227,3197
"BPHL",1351.3169,2114
"BPI",21,45
"BPIFA1",616.0003,NA
"BPIFA2",3,NA
"BPIFA3",0,NA
"BPIFA4P",0,NA
"BPIFB1",9110.3614,NA
"BPIFB2",498,NA
"BPIFB3",0,NA
"BPIFB4",0,NA
"BPIFB5P",0,NA
"BPIFB6",0,NA
"BPIFB9P",1,NA
"BPIFC",0,NA
"BPIL1",NA,965
"BPIL2",NA,0
"BPIL3",NA,0
"BPNT1",1183.22611044988,2884
"BPTF",2591.78737929,4753
"BPTFP1",135.074,NA
"BPY2",0,0
"BPY2B",0,NA
"BPY2C",0,NA
"BPY2DP",0,NA
"BRAF",1216.97489,549
"BRAFP1",0,NA
"BRAP",1898.8829,3653
"BRAT1",2978.25762,NA
"BRCA1",437.754004015,900
"BRCA2",833.54335,985
"BRCC3",1355.26792,2598
"BRCC3P1",3.12018,NA
"BRD1",1872.00363,3560
"BRD2",11908.0988896512,22382
"BRD3",3113.23376,5256
"BRD3OS",1836.35377,NA
"BRD4",3099.01599,4166
"BRD7",3568.7275,4944
"BRD7P1",0,NA
"BRD7P2",1.26294,NA
"BRD7P3",NA,4
"BRD7P4",0,NA
"BRD7P5",0,NA
"BRD7P6",0,NA
"BRD8",3037.37632254,5606
"BRD9",1462.40889,2646
"BRD9P1",0,NA
"BRD9P2",0.362719,NA
"BRDT",3.1585,47
"BRDTP1",0,NA
"BRE",NA,3740
"BREA2",NA,91
"BRF1",2858.187352,5128
"BRF2",657.6059,1010
"BRI3",3426.70286,6313
"BRI3BP",1081.328,477
"BRI3BPP1",3.70021,NA
"BRI3P1",3.00493,NA
"BRICD5",183.25772,NA
"BRINP1",71,NA
"BRINP2",2,NA
"BRINP3",128.9996,NA
"BRIP1",197.10436,235
"BRIX1",1623.88394,3178
"BRIX1P1",0,NA
"BRK1",8241,NA
"BRK1P1",0,NA
"BRK1P2",0,NA
"BRMS1",8469.99683,15985
"BRMS1L",342.00009,664
"BROX",3548.96222455,NA
"BRP44",NA,6070
"BRP44L",NA,3031
"BRPF1",1445.00137,2686
"BRPF3",3163.99881,6088
"BRS3",3,6
"BRSK1",81.01018,174
"BRSK2",223.00003,341
"BRWD1",4333.96793,7991
"BRWD1P1",0,NA
"BRWD1P2",6,NA
"BRWD1P3",2,NA
"BRWD3",988.2,723
"BSCL2",7409.53601,13198
"BSDC1",2791.18767,5437
"BSG",25646.65104,48171
"BSN",37.000001,67
"BSND",28.5985,0
"BSNDP1",0,NA
"BSNDP2",4,NA
"BSNDP3",0,NA
"BSNDP4",0,NA
"BSPH1",0,0
"BSPRY",995,1873
"BST1",346.2365,566
"BST2",14862.03785,29195
"BSX",0,0
"BTAF1",2008.0041,3876
"BTBD1",2043.19672,3865
"BTBD10",1201.0004741,2332
"BTBD10P1",0,NA
"BTBD10P2",8,NA
"BTBD11",150.0419,289
"BTBD12",NA,1496
"BTBD16",10,10
"BTBD17",2,3
"BTBD18",0,0
"BTBD19",229.01276,86
"BTBD2",2703.22805,4801
"BTBD3",1676.99682001326,3197
"BTBD6",3425.90111783,6750
"BTBD6P1",3.07184,NA
"BTBD7",2540.858264,5041
"BTBD7P1",7.25984,NA
"BTBD7P2",0,NA
"BTBD8",77,9
"BTBD9",1137.9073,2029
"BTC",18,8
"BTD",1297.46438,1859
"BTF3",19930.96886,38736
"BTF3L1",NA,0
"BTF3L4",2571.11692,4962
"BTF3L4P1",0,NA
"BTF3L4P2",329.936,NA
"BTF3L4P3",2.03236,NA
"BTF3L4P4",0,NA
"BTF3P1",0,NA
"BTF3P10",1.01324,NA
"BTF3P11",0,NA
"BTF3P12",1.00125,NA
"BTF3P13",0,NA
"BTF3P14",0,NA
"BTF3P15",0,NA
"BTF3P2",0,NA
"BTF3P4",1.01237,NA
"BTF3P5",0,NA
"BTF3P6",1.00034,NA
"BTF3P7",0,NA
"BTF3P8",3.0167,NA
"BTF3P9",0,NA
"BTG1",7212.9988,14229
"BTG1P1",5,NA
"BTG2",3054.00061,5967
"BTG3",370.024138,695
"BTG3P1",0,NA
"BTG4",40,53
"BTG4P1",0,NA
"BTK",819.9999336862,1561
"BTLA",82.000022,155
"BTN1A1",10,20
"BTN2A1",1226.7168,2367
"BTN2A2",559.020824281,1114
"BTN2A3",NA,123
"BTN2A3P",174.31161,NA
"BTN3A1",1622.29912,3184
"BTN3A2",5974.89074,11854
"BTN3A3",1971.01623,3671
"BTNL10",3,NA
"BTNL2",0,0
"BTNL3",0,1
"BTNL8",15,21
"BTNL9",202.38141,371
"BTRC",1725.9988,3307
"BUB1",1739.04684,3203
"BUB1B",583.01137,1102
"BUB1B-PAK6",0,NA
"BUB1P1",0,NA
"BUB3",8298.66116,15926
"BUB3P1",0,NA
"BUD13",966,1852
"BUD13P1",4,NA
"BUD23",6148.37631,NA
"BUD31",4855.8949,8746
"BUD31P1",0,NA
"BUD31P2",2,NA
"BVES",174.045,443
"BX001005.1",0,NA
"BX004987.1",612.03,NA
"BX005040.2",0,NA
"BX005040.4",2.91863,NA
"BX005091.1",0,NA
"BX005091.2",0,NA
"BX005195.1",9,NA
"BX005214.3",4.08882,NA
"BX005266.1",0,NA
"BX005266.3",0,NA
"BX005428.1",0,NA
"BX005428.2",0,NA
"BX005432.1",0,NA
"BX072566.1",18.99825,NA
"BX088651.1",3.84285,NA
"BX088651.3",1,NA
"BX088702.1",0,NA
"BX119321.1",0,NA
"BX119904.1",0,NA
"BX119904.3",0,NA
"BX119904.4",0,NA
"BX119917.1",0,NA
"BX119927.1",2,NA
"BX120007.1",0,NA
"BX120007.2",0,NA
"BX247949.1",0,NA
"BX248084.1",0,NA
"BX248093.1",0,NA
"BX248123.1",0,NA
"BX248310.1",0.833333,NA
"BX248310.2",0,NA
"BX248409.1",3.06793,NA
"BX248413.1",0,NA
"BX248415.1",0,NA
"BX248516.1",0,NA
"BX255925.2",0,NA
"BX255925.3",1299,NA
"BX276092.1",0,NA
"BX276092.2",4.90882,NA
"BX276092.3",0,NA
"BX276092.4",0,NA
"BX276092.5",1.09118,NA
"BX276092.6",0,NA
"BX276092.7",18.67416,NA
"BX276092.8",0,NA
"BX276092.9",28,NA
"BX284613.1",0,NA
"BX284632.1",13,NA
"BX284632.2",0,NA
"BX284668.3",0,NA
"BX284668.4",40.1226,NA
"BX284699.1",0,NA
"BX293995.1",0,NA
"BX294158.1",0,NA
"BX295541.1",0,NA
"BX322534.1",2.15869,NA
"BX322635.1",0,NA
"BX322639.1",171.98812,NA
"BX322650.1",12.3662,NA
"BX322784.1",0,NA
"BX323014.1",0,NA
"BX323845.1",0,NA
"BX323845.2",0,NA
"BX323845.3",0,NA
"BX470111.1",385.833,NA
"BX510359.1",0,NA
"BX510359.2",0,NA
"BX510359.3",0,NA
"BX510359.4",0,NA
"BX510359.5",0,NA
"BX510359.6",0,NA
"BX510359.7",0,NA
"BX510359.8",0,NA
"BX547991.1",1.00944,NA
"BX547991.2",0,NA
"BX571673.1",0,NA
"BX571818.1",42.52931,NA
"BX649210.1",0,NA
"BX649210.2",0,NA
"BX664608.1",0,NA
"BX664615.1",24.6774,NA
"BX664615.2",11.1906,NA
"BX664718.2",42.88034,NA
"BX664725.1",0,NA
"BX664727.1",0,NA
"BX664727.2",0,NA
"BX679664.1",2.02652,NA
"BX679664.2",0,NA
"BX679664.3",5.53053,NA
"BX682237.1",0,NA
"BX842559.1",1,NA
"BX842559.2",0,NA
"BX842568.1",2,NA
"BX842568.2",0,NA
"BX842568.3",0,NA
"BX842568.4",0,NA
"BX890604.1",0,NA
"BX908738.2",0,NA
"BX908738.3",0,NA
"BX927132.1",0,NA
"BX927139.2",4.87538,NA
"BX927141.1",0,NA
"BX927141.2",0,NA
"BX927178.1",0,NA
"BX927182.1",0,NA
"BX927214.1",0,NA
"BX927229.1",2.66924,NA
"BX927235.1",0,NA
"BX927235.2",0,NA
"BX927250.1",1.63906,NA
"BYSL",816.99961,1584
"BZRAP1",NA,1259
"BZW1",16711.82216,31644
"BZW1P1",0,NA
"BZW1P2",0,NA
"BZW2",3243.03915,6301
"C10orf10",NA,5191
"C10orf105",26.9320000730745,60
"C10orf107",NA,209
"C10orf108",NA,14
"C10orf11",NA,266
"C10orf110",NA,115
"C10orf111",NA,78
"C10orf113",2.000001,0
"C10orf114",NA,116
"C10orf116",NA,44668
"C10orf118",NA,1206
"C10orf119",NA,6355
"C10orf12",NA,264
"C10orf120",0,0
"C10orf122",NA,0
"C10orf125",NA,471
"C10orf128",NA,132
"C10orf129",NA,7
"C10orf131",NA,12
"C10orf137",NA,1384
"C10orf140",NA,143
"C10orf142",6,NA
"C10orf143",116.58439,NA
"C10orf18",NA,3675
"C10orf2",NA,1230
"C10orf25",NA,157
"C10orf26",NA,8007
"C10orf27",NA,62
"C10orf28",NA,1297
"C10orf32",NA,3458
"C10orf35",NA,934
"C10orf4",NA,2638
"C10orf40",NA,0
"C10orf41",NA,45
"C10orf46",NA,9557
"C10orf47",NA,729
"C10orf50",NA,25
"C10orf53",15.60354,0
"C10orf54",NA,2988
"C10orf55",69.41473,123
"C10orf57",NA,7626
"C10orf58",NA,4575
"C10orf62",2,4
"C10orf67",9.85411,11
"C10orf68",NA,74
"C10orf71",0,0
"C10orf72",NA,2680
"C10orf75",NA,2253
"C10orf76",NA,3160
"C10orf78",NA,969
"C10orf79",NA,2191
"C10orf81",NA,33967
"C10orf82",158.59995,429
"C10orf84",NA,3853
"C10orf88",514.96866,1005
"C10orf90",7,8
"C10orf91",NA,18
"C10orf93",NA,1110
"C10orf95",858,1194
"C10orf96",NA,12
"C10orf99",0,0
"C11orf1",578.98506,935
"C11orf10",NA,7313
"C11orf16",654.99954,1047
"C11orf17",NA,1539
"C11orf2",NA,5455
"C11orf20",NA,20
"C11orf21",126.99975,119
"C11orf24",2493.21183,4619
"C11orf30",NA,1438
"C11orf31",NA,10688
"C11orf34",NA,0
"C11orf35",NA,219
"C11orf36",NA,2
"C11orf40",NA,0
"C11orf41",NA,566
"C11orf42",3,5
"C11orf45",63.99999,121
"C11orf46",NA,2376
"C11orf48",NA,5712
"C11orf49",1898.03975,3326
"C11orf51",NA,3291
"C11orf52",1247.37848,2380
"C11orf53",24,40
"C11orf54",935.08367,1693
"C11orf57",NA,4211
"C11orf58",6472.4296,12268
"C11orf59",NA,6909
"C11orf61",NA,1296
"C11orf63",NA,452
"C11orf64",NA,0
"C11orf65",19.000000448889,21
"C11orf66",NA,3166
"C11orf67",NA,1897
"C11orf68",1668,3157
"C11orf70",NA,1803
"C11orf71",650.635,1218
"C11orf73",NA,2314
"C11orf74",1404.99994,3028
"C11orf75",NA,1016
"C11orf80",5161.76646,9062
"C11orf82",NA,858
"C11orf83",NA,2038
"C11orf84",NA,1972
"C11orf85",NA,0
"C11orf86",4,8
"C11orf87",2,3
"C11orf88",958.7874,1878
"C11orf9",NA,648
"C11orf90",NA,0
"C11orf91",2.15794,NA
"C11orf92",NA,132
"C11orf93",NA,50
"C11orf94",1,0
"C11orf95",1338,2554
"C11orf96",747.00035,NA
"C11orf97",6,NA
"C11orf98",2878.19133,NA
"C11orf98P1",0,NA
"C12orf10",2894.9971,5489
"C12orf11",NA,2502
"C12orf12",NA,0
"C12orf23",NA,5908
"C12orf24",NA,600
"C12orf26",NA,1873
"C12orf27",NA,181
"C12orf29",827.15038,1592
"C12orf32",NA,3214
"C12orf34",NA,450
"C12orf35",NA,5186
"C12orf36",NA,10
"C12orf39",NA,19
"C12orf4",982.4354,1699
"C12orf40",18.77168,33
"C12orf41",NA,2235
"C12orf42",85.99992,138
"C12orf43",963.2656,1400
"C12orf44",NA,3964
"C12orf45",1825.2226,1432
"C12orf47",NA,1920
"C12orf48",NA,991
"C12orf49",1706.351,1829
"C12orf5",NA,1443
"C12orf50",310.55837,2430
"C12orf51",NA,7289
"C12orf52",NA,3217
"C12orf53",NA,36
"C12orf54",11.00019,18
"C12orf56",323.30071,577
"C12orf57",4922.7746,8914
"C12orf59",NA,204
"C12orf60",217.4673,213
"C12orf61",NA,80
"C12orf62",NA,4203
"C12orf63",NA,556
"C12orf65",1629.36356,1798
"C12orf66",476.84391,441
"C12orf68",NA,154
"C12orf69",NA,4
"C12orf70",NA,20
"C12orf71",2,75
"C12orf72",NA,438
"C12orf73",363.0960448716,648
"C12orf74",151.33045,40
"C12orf75",2022.99961,3956
"C12orf76",769.2997,1144
"C12orf77",NA,58
"C12orf81",5,NA
"C13orf1",NA,1365
"C13orf15",NA,2268
"C13orf16",NA,59
"C13orf18",NA,396
"C13orf23",NA,6251
"C13orf26",NA,99
"C13orf27",NA,1980
"C13orf28",NA,0
"C13orf29",NA,714
"C13orf30",NA,901
"C13orf31",NA,2308
"C13orf33",NA,742
"C13orf34",NA,1026
"C13orf35",NA,2
"C13orf36",NA,0
"C13orf37",NA,2012
"C13orf38",NA,3
"C13orf39",NA,0
"C13orf42",20.5773,NA
"C13orf46",5,NA
"C14orf1",NA,8714
"C14orf101",NA,2740
"C14orf102",NA,1217
"C14orf104",NA,3142
"C14orf105",NA,218
"C14orf106",NA,1952
"C14orf109",NA,1832
"C14orf115",NA,19
"C14orf118",NA,901
"C14orf119",3992.065,7587
"C14orf126",NA,2460
"C14orf128",NA,273
"C14orf129",NA,3260
"C14orf132",466.891005,946
"C14orf135",NA,4442
"C14orf138",NA,935
"C14orf139",NA,460
"C14orf142",NA,3447
"C14orf143",NA,2182
"C14orf145",NA,2375
"C14orf147",NA,5820
"C14orf148",NA,261
"C14orf149",NA,679
"C14orf153",NA,3368
"C14orf156",NA,7594
"C14orf159",NA,3281
"C14orf162",NA,4
"C14orf165",NA,13
"C14orf166",NA,18204
"C14orf166B",NA,0
"C14orf167",NA,4183
"C14orf169",NA,3924
"C14orf174",NA,1730
"C14orf176",NA,85
"C14orf177",0,0
"C14orf178",16.10900208558,95
"C14orf179",NA,5759
"C14orf180",10,19
"C14orf181",NA,294
"C14orf182",NA,113
"C14orf183",NA,3
"C14orf184",NA,318
"C14orf19",NA,14
"C14orf2",NA,10927
"C14orf21",NA,874
"C14orf23",NA,203
"C14orf28",330.9997,639
"C14orf33",NA,254
"C14orf34",NA,12
"C14orf37",NA,624
"C14orf39",138.03542,242
"C14orf4",NA,10849
"C14orf43",NA,5019
"C14orf45",NA,6708
"C14orf48",NA,0
"C14orf49",NA,180
"C14orf50",NA,430
"C14orf53",NA,0
"C14orf64",NA,227
"C14orf68",NA,0
"C14orf70",NA,0
"C14orf72",NA,15
"C14orf73",NA,338
"C14orf79",NA,3867
"C14orf80",NA,2748
"C14orf86",NA,14
"C14orf93",764.01031,1322
"C15orf17",NA,3920
"C15orf2",NA,263
"C15orf21",NA,481
"C15orf23",NA,1922
"C15orf24",NA,6054
"C15orf26",NA,146
"C15orf27",NA,276
"C15orf28",NA,121
"C15orf29",NA,2003
"C15orf32",NA,0
"C15orf33",NA,92
"C15orf34",NA,75
"C15orf37",NA,162
"C15orf38",NA,1637
"C15orf39",1653.99608,2853
"C15orf40",1377.9256,1404
"C15orf41",146.843440329,257
"C15orf42",NA,384
"C15orf43",NA,25
"C15orf44",NA,2984
"C15orf48",984.99954,1885
"C15orf5",NA,14
"C15orf50",NA,5
"C15orf51",NA,70
"C15orf52",NA,2196
"C15orf53",NA,10
"C15orf54",NA,4
"C15orf55",NA,1
"C15orf56",NA,54
"C15orf57",NA,2303
"C15orf58",NA,213
"C15orf59",NA,111
"C15orf60",NA,6
"C15orf61",297.0093,485
"C15orf62",45.8779,100
"C15orf63",NA,6514
"C15orf65",282,NA
"C16orf11",NA,67
"C16orf13",NA,7015
"C16orf3",NA,64
"C16orf42",NA,3695
"C16orf45",NA,1017
"C16orf46",63.4817,394
"C16orf48",NA,2046
"C16orf5",NA,1010
"C16orf52",NA,1528
"C16orf53",NA,9673
"C16orf54",350.675,715
"C16orf55",NA,1441
"C16orf57",NA,4354
"C16orf58",6075.60082,11045
"C16orf59",NA,1196
"C16orf61",NA,1915
"C16orf62",NA,7312
"C16orf63",NA,5473
"C16orf68",NA,1567
"C16orf7",NA,1649
"C16orf70",1100.06556,2364
"C16orf71",543.131,796
"C16orf72",4315.47,4673
"C16orf73",NA,15
"C16orf74",258.25972,456
"C16orf75",NA,1664
"C16orf78",1,0
"C16orf79",NA,251
"C16orf80",NA,2665
"C16orf81",NA,0
"C16orf82",0,0
"C16orf86",40.3712896486,80
"C16orf87",420.0771,510
"C16orf88",NA,4337
"C16orf89",640.74763,1202
"C16orf90",0,0
"C16orf91",731.9998,1420
"C16orf92",9.17796,21
"C16orf93",NA,1817
"C16orf95",45.60659,NA
"C16orf96",7,NA
"C17orf100",97,178
"C17orf101",NA,1417
"C17orf102",NA,0
"C17orf103",NA,1221
"C17orf104",NA,101
"C17orf105",NA,0
"C17orf106",NA,871
"C17orf107",161.215,302
"C17orf108",NA,338
"C17orf113",143.033,NA
"C17orf28",NA,28483
"C17orf37",NA,17259
"C17orf39",NA,1002
"C17orf42",NA,684
"C17orf44",NA,617
"C17orf46",NA,117
"C17orf47",NA,8
"C17orf48",NA,571
"C17orf49",4126.1564,15901
"C17orf50",11,26
"C17orf51",NA,366
"C17orf53",310.0002,573
"C17orf54",NA,2
"C17orf55",NA,77
