"Gene.name","SUM(est_counts)"
"RAB11FIP1P1",124
"RAB11FIP2",638
"RAB11FIP3",3000.45492344
"RAB11FIP4",1095.8822
"RAB11FIP5",1200.02431
"RAB12",1628.41088
"RAB13",7988.3353
"RAB14",3998
"RAB15",1547.3369
"RAB17",429.65586
"RAB18",3208.0043
"RAB19",28
"RAB1A",7118.1004
"RAB1B",32059.9419
"RAB1C",2.03032
"RAB20",1678
"RAB21",3115.40391
"RAB22A",4906.97374
"RAB23",809.932
"RAB24",1801.277305
"RAB25",6802.0011
"RAB26",634.99968
"RAB27A",1844.77317
"RAB27B",1817
"RAB28",511.999998
"RAB28P1",0
"RAB28P2",0
"RAB28P3",0
"RAB28P4",0
"RAB28P5",17
"RAB29",729.24179
"RAB2A",6144.00257
"RAB2B",1605.07445
"RAB30",5472.04813
"RAB31",6063.9971
"RAB32",714
"RAB33A",98
"RAB33B",481.89809
"RAB34",2954.99963
"RAB35",2138.00098
"RAB36",1311.52287
"RAB37",290.048746
"RAB38",372
"RAB39A",24.3666
"RAB39B",56
"RAB3A",121.00031
"RAB3B",95.1203
"RAB3C",21.1109
"RAB3D",5822.28
"RAB3GAP1",3226.6689
"RAB3GAP2",2409.63544
"RAB3IL1",1271.00272
"RAB3IP",2067.532606
"RAB40A",39.5687
"RAB40AL",1.43129
"RAB40B",423.7547
"RAB40C",2686.99907009642
"RAB41",11.999974
"RAB42",283.8734
"RAB42P1",0
"RAB43",904.880547938
"RAB43P1",0
"RAB44",31
"RAB4A",2005.00297
"RAB4B",3262.305
"RAB4B-EGLN2",36.51258
"RAB5A",4549.99742
"RAB5B",11899.95874
"RAB5C",4078.91227
"RAB5CP1",15
"RAB5CP2",3
"RAB5IF",4323.2966
"RAB6A",10285.46069
"RAB6B",213.2953
"RAB6C",85.7844
"RAB6C-AS1",175.2595
"RAB6D",151.577
"RAB7A",15885.73741
"RAB7B",375.99981
"RAB8A",4145.48465
"RAB8B",1393.9971
"RAB9A",1195.00273
"RAB9AP1",0
"RAB9AP2",0
"RAB9AP3",0
"RAB9AP4",0
"RAB9AP5",0
"RAB9B",28
"RAB9BP1",0
"RABAC1",6208.99897
"RABEP1",2307.18104
"RABEP2",3954.86426
"RABEPK",1128.5648
"RABEPKP1",0
"RABGAP1",2683.23038
"RABGAP1L",4319.64296
"RABGEF1",2307.84186242
"RABGGTA",1771.00048
"RABGGTB",1587.00035
"RABIF",1594.21
"RABL2A",764.10851
"RABL2B",1714.96136273
"RABL3",1120.2669
"RABL6",3838.70128
"RAC1",32972.9681
"RAC1P1",0
"RAC1P2",48.007
"RAC1P3",0
"RAC1P4",0
"RAC1P5",0
"RAC1P6",0
"RAC1P7",0
"RAC1P8",0
"RAC1P9",6
"RAC2",2928.99748
"RAC3",529.9999
"RACGAP1",1783.99981
"RACGAP1P",0
"RACK1",59319.8951
"RAD1",1010.5383
"RAD17",1235.3704617155
"RAD17P1",38.1224
"RAD17P2",0
"RAD18",798.99991
"RAD1P1",0
"RAD1P2",0
"RAD21",16716.3831
"RAD21L1",0
"RAD23A",4041.65145
"RAD23B",9643.8
"RAD23BP1",0
"RAD23BP2",0
"RAD23BP3",0
"RAD50",1009.395321
"RAD51",535.76211
"RAD51AP1",409.00038
"RAD51AP1P1",0
"RAD51AP2",1
"RAD51B",365.69874
"RAD51C",649.75549
"RAD51D",1602.92778
"RAD52",412.65335
"RAD54B",210.7388
"RAD54L",246.818114191
"RAD54L2",1170.8274
"RAD9A",2400.56585
"RAD9B",36.7578
"RADIL",58.763725
"RADX",14.21469
"RAE1",3855.9956
"RAET1E",81.99135
"RAET1G",199.27316
"RAET1K",6.08674
"RAET1L",3.29311
"RAET1M",0
"RAF1",4601.51572
"RAF1P1",0
"RAG1",212.00018
"RAG2",0
"RAI1",1767.6542
"RAI14",2524.99765062723
"RAI2",502.0003
"RALA",4293.0024
"RALB",3852.99833
"RALBP1",4097.16452
"RALGAPA1",2645.1613663
"RALGAPA1P1",3.52572
"RALGAPA2",1552.0035
"RALGAPB",5569.37604
"RALGDS",3099.78195
"RALGPS1",650.14539
"RALGPS2",2193.55525
"RALY",10492.0039
"RALYL",32.00003
"RAMAC",2090
"RAMACL",0
"RAMP1",475.00002
"RAMP2",1876.99909
"RAMP3",1059.99901
"RAN",10217.9293
"RANBP1",3001.16533
"RANBP10",1000.00022
"RANBP17",510.82897
"RANBP2",3568.46833
"RANBP20P",2.00228
"RANBP3",2242.83039
"RANBP3L",9
"RANBP6",1255.99706
"RANBP9",6251.602
"RANGAP1",4667.63994
"RANGRF",1496.9208
"RANP1",3.637412
"RANP2",0
"RANP3",0
"RANP4",8.00193
"RANP5",0
"RANP6",0
"RANP7",0
"RANP8",1
"RANP9",0
"RAP1A",4522.8314
"RAP1AP",3.0152
"RAP1B",7326.77952
"RAP1BP1",0
"RAP1BP2",0
"RAP1BP3",0
"RAP1GAP",794.999719455256
"RAP1GAP2",357.0003
"RAP1GDS1",1363.00412
"RAP2A",1692.19
"RAP2B",2364.18
"RAP2C",5709.60908
"RAP2CP1",0
"RAPGEF1",3198.00333
"RAPGEF2",1259.06818
"RAPGEF3",578.0001
"RAPGEF4",301.999935
"RAPGEF5",927.00051
"RAPGEF6",888.44619
"RAPGEFL1",900.14276
"RAPH1",2255.11497
"RAPSN",8.193738
"RARA",7310.99994
"RARB",242.99981
"RARG",2536.99783
"RARRES1",439.0001
"RARRES2",3548.9979
"RARRES2P1",0
"RARRES2P10",0
"RARRES2P11",0
"RARRES2P2",0
"RARRES2P3",0
"RARRES2P4",0
"RARRES2P5",0
"RARRES2P6",1
"RARRES2P7",0
"RARRES2P8",1
"RARRES2P9",0
"RARS",3615.93343
"RARS2",1670.02272
"RARSP1",0
"RASA1",3580.70522
"RASA2",1170.00007
"RASA3",1290
"RASA4",3506.99132
"RASA4B",1173.083
"RASA4CP",273.1123
"RASA4DP",17.5865
"RASAL1",293.0293
"RASAL2",2175.01754
"RASAL3",857.99978
"RASD1",193
"RASD2",335
"RASEF",2001.568
"RASGEF1A",142.000059742
"RASGEF1B",923.73032
"RASGEF1C",3
"RASGRF1",180.32057395
"RASGRF2",702.426
"RASGRP1",393.99975449
"RASGRP2",226.999889251
"RASGRP3",1034.03653
"RASGRP4",102.36591
"RASIP1",628
"RASL10A",98.99999
"RASL10B",62.4132
"RASL11A",130.1215
"RASL11B",249
"RASL12",559.99977
"RASSF1",1345.000382
"RASSF10",165
"RASSF2",1765.1340176609
"RASSF3",3020.94537
"RASSF4",1843.00042
"RASSF5",1386.99999
"RASSF6",558.7106
"RASSF7",1814.00036
"RASSF8",1095.51083
"RASSF9",92.3287
"RAVER1",919.58946
"RAVER2",607.99987
"RAX",0
"RAX2",3.15321
"RB1",3269.99909
"RB1CC1",2209.99318
"RBAK",1117.77306
"RBAK-RBAKDN",4.65561
"RBBP4",4095.02519
"RBBP4P1",9.55706
"RBBP4P2",3.04698
"RBBP4P3",0.0540353
"RBBP4P4",0.952568
"RBBP4P5",0
"RBBP4P6",0
"RBBP5",1533.667
"RBBP6",4646.00364
"RBBP7",8635.449
"RBBP8",734.000014
"RBBP8NL",508
"RBBP8P1",5
"RBBP9",988.52
"RBCK1",5785.00117
"RBFA",528.24321
"RBFOX1",19.863452
"RBFOX2",3318.00172861962
"RBFOX3",26.81234
"RBIS",3783.04531
"RBISP1",0
"RBISP2",0
"RBKS",847.00006
"RBL1",549.2538
"RBL2",2592.40009
"RBM10",3560.97887
"RBM11",7
"RBM11P1",0
"RBM12",2910.91776
"RBM12B",1332.05328
"RBM14",2656.84606
"RBM14-RBM4",220.70139
"RBM15",526.99969
"RBM15B",3844.11
"RBM17",3029.9948
"RBM17P1",0
"RBM17P2",0
"RBM17P3",0
"RBM17P4",0
"RBM18",1458.4382
"RBM19",1511.887
"RBM20",68.7819
"RBM22",2350.99854
"RBM22P1",0
"RBM22P12",0
"RBM22P13",0
"RBM22P2",20.2638
"RBM22P3",0
"RBM22P4",0
"RBM22P5",0
"RBM22P6",0
"RBM22P7",0
"RBM23",3847.79445
"RBM24",53
"RBM25",7348.76861
"RBM26",2794.36609
"RBM27",1779.15732
"RBM28",1220.3718
"RBM3",14859.9232
"RBM33",1401.0003
"RBM34",2283.00689
"RBM38",2793.00432
"RBM39",17730.71348
"RBM4",8709.6241
"RBM41",360.00835
"RBM42",3554.9955
"RBM43",606.777
"RBM43P1",0
"RBM44",22.00004
"RBM45",623.99984
"RBM46",1
"RBM47",3398.5576
"RBM48",512.69523
"RBM48P1",0
"RBM4B",1386.17807
"RBM5",5414.61891
"RBM6",5226.44505
"RBM7",593.53075
"RBM8A",6695.68988
"RBM8B",0
"RBMS1",2715.18875
"RBMS1P1",2.24356
"RBMS2",2100.7449
"RBMS2P1",2.91024
"RBMS3",764.318920793945
"RBMX",9988.66692
"RBMX2",2604.964524058
"RBMX2P1",0
"RBMX2P2",0
"RBMX2P3",2.03782
"RBMX2P4",0
"RBMX2P5",0
"RBMXL1",1048.4826
"RBMXL2",0
"RBMXL3",0
"RBMXP1",0
"RBMXP2",2.0947
"RBMXP4",2.01394
"RBMY1A1",0
"RBMY1A3P",0
"RBMY1B",0
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1HP",0
"RBMY1J",0
"RBMY1KP",0
"RBMY2AP",0
"RBMY2BP",0
"RBMY2CP",0
"RBMY2DP",0
"RBMY2EP",0
"RBMY2FP",0
"RBMY2GP",0
"RBMY2HP",0
"RBMY2JP",0
"RBMY2KP",0
"RBMY2NP",0
"RBMY2OP",0
"RBMY2QP",0
"RBMY2TP",0
"RBMY2UP",0
"RBMY2WP",0
"RBMY2XP",0
"RBMY2YP",0
"RBMY3AP",0
"RBP1",806.76793
"RBP2",3
"RBP3",0
"RBP4",124.9997
"RBP5",152.00002
"RBP7",283.6953
"RBPJ",3840.98859323444
"RBPJL",0
"RBPJP2",7.93414e-06
"RBPJP5",2.82178e-07
"RBPJP6",1.00341
"RBPJP7",2.82178e-07
"RBPMS",3029.39392
"RBPMS2",150.00022
"RBPMS2P1",0
"RBPMSLP",0
"RBSN",1316.42867
"RBX1",2745.0043
"RC3H1",2172.78958
"RC3H2",1658.11775
"RCAN1",858.33031
"RCAN2",1030.999
"RCAN3",1877.58111
"RCBTB1",828.5
"RCBTB2",645.50009
"RCBTB2P1",0
"RCC1",2271.00451
"RCC1L",2081.92739
"RCC2",12310
"RCC2P1",0
"RCC2P2",0
"RCC2P3",0
"RCC2P4",0
"RCC2P5",0
"RCC2P6",0
"RCC2P7",0
"RCC2P8",0
"RCCD1",476.463049
"RCE1",1277.10507012853
"RCHY1",503.72453
"RCL1",807.84591
"RCN1",3694.5724
"RCN1P1",0
"RCN1P2",275.429
"RCN2",2024.2993
"RCN3",3553.9952
"RCOR1",2125.99802
"RCOR2",79
"RCOR3",2531.518175
"RCSD1",1572.0568
"RCVRN",3.000001
"RD3",21.9318
"RD3L",0
"RDH10",1290.4935
"RDH11",5337.25098
"RDH12",35.0766
"RDH13",1184.1266661999
"RDH14",968
"RDH16",310.198
"RDH5",67.13062
"RDH8",7
"RDM1",21.9757800144626
"RDM1P1",0.81025
"RDM1P2",1.6205
"RDM1P3",4.36704
"RDM1P4",2.86342
"RDM1P5",105.8562
"RDX",1699.44489
"REC114",4
"REC8",735.99964
"RECK",555.0003
"RECQL",1515.85
"RECQL4",2045.00036
"RECQL5",1637.775552816
"REELD1",4.999996
"REEP1",586.99964
"REEP2",382.75462
"REEP3",3261.539
"REEP4",1442.997857432
"REEP5",17001.7769
"REEP6",6538.9988
"REG1A",0
"REG1B",0
"REG1CP",0
"REG3A",0
"REG3G",0
"REG4",15.000026
"REL",2137.41121
"RELA",4118.99752
"RELB",868.999865086
"RELCH",1257.33429
"RELL1",2114.41655
"RELL2",90.26504
"RELN",49.00006256381
"RELT",501.00003
"REM1",85.8467
"REM2",200
"REN",16
"RENBP",533.45243
"REP15",33
"REPIN1",7310.95967
"REPS1",1388.02071
"REPS2",3683.3385
"RER1",5386.58665
"RERE",3543.31251
"REREP1Y",0
"REREP2Y",0
"RERG",2605.20195
"RERGL",56.99998
"RESF1",2680.99741
"RESP18",1
"REST",1704.99961
"RET",1758.00013
"RETN",1
"RETNLB",2
"RETREG1",1943.00049
"RETREG2",6713.15231
"RETREG3",3818.33131
"RETSAT",2705.41705
"REV1",1018.19889
"REV3L",1373.969171
"REX1BD",695.4773
"REXO1",1263.00008
"REXO1L10P",0
"REXO1L11P",0
"REXO1L12P",0
"REXO1L1P",44.6685
"REXO1L2P",0
"REXO1L3P",0
"REXO1L4P",0
"REXO1L5P",0
"REXO1L6P",0
"REXO1L8P",0
"REXO1L9P",0
"REXO2",1377.88482005832
"REXO4",1393
"REXO5",1279.05377
"RFC1",1320.6931
"RFC2",2065.32203
"RFC3",904.99986
"RFC3P1",0
"RFC4",954.89534
"RFC5",1019.09561
"RFC5P1",0
"RFESD",68.9999200984437
"RFESDP1",0
"RFFL",1714.89949
"RFK",1446.27576
"RFKP1",0
"RFKP2",0
"RFLNA",514.0955
"RFLNB",1264.488
"RFNG",1290.16098
"RFPL1",1
"RFPL2",2
"RFPL3",2
"RFPL4A",0
"RFPL4AL1",0
"RFPL4AP1",0
"RFPL4AP3",0
"RFPL4AP5",0
"RFPL4AP6",0
"RFPL4AP7",0
"RFPL4B",3
"RFT1",1172.2105
"RFTN1",2461.9908
"RFTN1P1",5.49041
"RFTN2",401.55777
"RFWD3",1557.24505
"RFX1",820.2368
"RFX2",1208.43941
"RFX3",1446.0013564
"RFX4",6.00482
"RFX5",3191.988239
"RFX6",1
"RFX7",882.00037
"RFX8",52.00005
"RFXANK",1963.17981
"RFXAP",246
"RGCC",1158
"RGL1",899
"RGL2",7411.904925
"RGL3",1162.00032
"RGL4",108.87310926
"RGMA",489.631000023717
"RGMB",1124.0029
"RGN",25.31326
"RGP1",857.681
"RGPD1",479.04161
"RGPD2",601.4172
"RGPD3",11.83357
"RGPD4",0
"RGPD5",523.69026945998
"RGPD6",1812.5388853122
"RGPD8",226.7572
"RGR",11.21346
"RGS1",2819.99635
"RGS10",5408.99752
"RGS11",1041.757535
"RGS12",1084.05588
"RGS13",83
"RGS14",1658.00045
"RGS16",1061
"RGS17",95.0128
"RGS17P1",7
"RGS18",139
"RGS19",1040.0003
"RGS2",633.99965
"RGS20",8
"RGS21",0
"RGS22",13.00002
"RGS3",2488.44635
"RGS4",385.0008
"RGS5",10152.99981
"RGS6",14.000015
"RGS7",7
"RGS7BP",16.000014
"RGS8",10.0000001891
"RGS9",145.280227
"RGS9BP",4
"RGSL1",3
"RHAG",2.27311
"RHBDD1",1137.51535
"RHBDD2",4590.9986197095
"RHBDD3",1120.65496
"RHBDF1",4311.01373
"RHBDF1P1",0
"RHBDF2",814.57711
"RHBDL1",223.0004
"RHBDL2",131.2273
"RHBDL3",65.00004
"RHBG",138.14684
"RHCE",8.12755
"RHCG",12
"RHD",44.6732
"RHEB",3090.95065
"RHEBL1",333.0006
"RHEBP1",1.97642
"RHEBP2",8.0512
"RHEBP3",0
"RHEX",111.99733
"RHNO1",1641.14108
"RHO",1
"RHOA",25784.66331
"RHOB",29274
"RHOBTB1",730.00027
"RHOBTB2",1026.9995235
"RHOBTB3",1834.65701
"RHOC",24814.32437
"RHOD",3371.9985
"RHOF",624.02221
"RHOG",3475.00742
"RHOH",784.49233
"RHOJ",1024.7419
"RHOQ",4461.76402
"RHOQP1",2.19207
"RHOQP2",2.88957
"RHOQP3",1.53438
"RHOT1",1561.75016
"RHOT1P1",20.2255
"RHOT1P2",16.644
"RHOT1P3",2.37909
"RHOT2",4019.00008
"RHOU",879
"RHOV",2390
"RHOXF1",3
"RHOXF1P1",223.6086
"RHOXF1P2",14
"RHOXF1P3",7842.18
"RHOXF2",0
"RHOXF2B",20
"RHPN1",5641.001
"RHPN2",1251.08221
"RIBC1",1521.9997
"RIBC2",2038.999
"RIC1",1143.12768
"RIC3",59.19393
"RIC8A",5347.48691
"RIC8B",765.70964
"RICTOR",1399.02164
"RIDA",840.0004
"RIF1",1931.00850395
"RIIAD1",655.99943
"RILP",397.0007
"RILPL1",815.33253
"RILPL2",2100.77
"RIMBP2",20.99999
"RIMBP3",19.6772
"RIMBP3B",34.1567
"RIMBP3C",74.1661
"RIMKLA",362.092
"RIMKLB",1214.9223
"RIMKLBP1",2.07791
"RIMKLBP2",7
"RIMS1",659.30492
"RIMS2",50.85537
"RIMS3",52
"RIMS4",14.2767
"RIN1",596.58273
"RIN2",1939.75689
"RIN3",969.00024
"RING1",2875.002458
"RINL",684.594112
"RINT1",1015.70285
"RIOK1",746.00004
"RIOK2",1419.5
"RIOK3",1773.35072
"RIOK3P1",0
"RIOX1",2002.96
"RIOX2",940.89492
"RIPK1",2542.77836
"RIPK2",1364.00038
"RIPK3",1738.99984
"RIPK4",450
"RIPOR1",2091.999231548
"RIPOR2",600.23561
"RIPOR3",314.741749701
"RIPPLY1",0
"RIPPLY2",0
"RIPPLY3",430.844
"RIT1",1618.17058
"RIT2",4
"RITA1",1728.0032
"RLBP1",3
"RLF",904
"RLIM",2753.0891
"RLIMP1",0
"RLIMP2",0
"RLN1",19.24896
"RLN2",43.75107
"RLN3",3
"RMC1",988.26855
"RMDN1",2606.09783
"RMDN2",88.00002
"RMDN3",2435.00101
"RMI1",1188.00477
"RMI2",887.91723
"RMND1",686.26051
"RMND5A",2933.18
"RMND5B",2846.52229
"RNA5-8SP2",0
"RNA5-8SP4",0
"RNA5-8SP5",0
"RNA5-8SP6",764
"RNA5-8SP7",0
"RNA5SP100",0
"RNA5SP101",2
"RNA5SP102",0
"RNA5SP103",0
"RNA5SP104",0
"RNA5SP105",0
"RNA5SP106",0
"RNA5SP107",2
"RNA5SP108",4
"RNA5SP109",0
"RNA5SP110",0
"RNA5SP111",2
"RNA5SP112",0
"RNA5SP113",0
"RNA5SP114",0
"RNA5SP115",0
"RNA5SP116",0
"RNA5SP117",0
"RNA5SP118",1
"RNA5SP119",0
"RNA5SP120",1
"RNA5SP121",0
"RNA5SP122",5
"RNA5SP123",0
"RNA5SP124",0
"RNA5SP125",0
"RNA5SP126",0
"RNA5SP127",0
"RNA5SP128",0
"RNA5SP129",0
"RNA5SP130",0
"RNA5SP131",0
"RNA5SP132",0
"RNA5SP133",0
"RNA5SP134",0
"RNA5SP135",0
"RNA5SP136",0
"RNA5SP137",0
"RNA5SP138",0
"RNA5SP139",0
"RNA5SP140",0
"RNA5SP141",0
"RNA5SP142",0
"RNA5SP143",0
"RNA5SP144",0
"RNA5SP145",0
"RNA5SP146",0
"RNA5SP147",0
"RNA5SP148",0
"RNA5SP149",0
"RNA5SP151",0
"RNA5SP152",0
"RNA5SP153",0
"RNA5SP154",0
"RNA5SP155",1
"RNA5SP156",0
"RNA5SP157",0
"RNA5SP158",0
"RNA5SP159",0
"RNA5SP160",0
"RNA5SP161",0
"RNA5SP162",0
"RNA5SP163",0
"RNA5SP164",0
"RNA5SP165",0
"RNA5SP166",0
"RNA5SP167",0
"RNA5SP168",0
"RNA5SP169",0
"RNA5SP170",0
"RNA5SP171",0
"RNA5SP173",0
"RNA5SP174",0
"RNA5SP175",0
"RNA5SP176",0
"RNA5SP177",0
"RNA5SP178",0
"RNA5SP179",0
"RNA5SP18",0
"RNA5SP180",0
"RNA5SP181",0
"RNA5SP182",0
"RNA5SP183",0
"RNA5SP184",0
"RNA5SP185",0
"RNA5SP186",0
"RNA5SP187",0
"RNA5SP188",0
"RNA5SP189",0
"RNA5SP19",0
"RNA5SP190",0
"RNA5SP191",0
"RNA5SP192",0
"RNA5SP193",0
"RNA5SP195",1
"RNA5SP196",0
"RNA5SP197",0
"RNA5SP198",0
"RNA5SP199",19
"RNA5SP20",0
"RNA5SP200",0
"RNA5SP201",2
"RNA5SP202",3.23953
"RNA5SP203",0
"RNA5SP204",0
"RNA5SP205",0
"RNA5SP206",0
"RNA5SP207",0
"RNA5SP208",0
"RNA5SP209",0
"RNA5SP21",0
"RNA5SP210",0
"RNA5SP211",0
"RNA5SP212",0
"RNA5SP213",0
"RNA5SP214",0
"RNA5SP215",0
"RNA5SP216",6.10351
"RNA5SP217",1
"RNA5SP218",0
"RNA5SP219",0
"RNA5SP22",0
"RNA5SP220",0
"RNA5SP221",0
"RNA5SP222",0
"RNA5SP223",0
"RNA5SP224",0
"RNA5SP225",0
"RNA5SP226",2.36446
"RNA5SP227",0
"RNA5SP228",0
"RNA5SP229",0
"RNA5SP23",0
"RNA5SP230",0
"RNA5SP231",0
"RNA5SP232",0
"RNA5SP233",0
"RNA5SP234",0
"RNA5SP235",0
"RNA5SP236",1
"RNA5SP237",0
"RNA5SP238",0
"RNA5SP239",0
"RNA5SP24",0
"RNA5SP240",0
"RNA5SP241",0
"RNA5SP242",0
"RNA5SP243",0
"RNA5SP244",0
"RNA5SP245",0
"RNA5SP246",0
"RNA5SP247",0
"RNA5SP248",2
"RNA5SP249",0
"RNA5SP25",0
"RNA5SP251",0
"RNA5SP252",0
"RNA5SP253",0
"RNA5SP254",0
"RNA5SP255",0
"RNA5SP256",0
"RNA5SP257",0
"RNA5SP258",0
"RNA5SP259",0
"RNA5SP26",0
"RNA5SP260",0
"RNA5SP261",0
"RNA5SP262",0
"RNA5SP263",0
"RNA5SP264",0
"RNA5SP265",0
"RNA5SP266",0
"RNA5SP267",0
"RNA5SP268",0
"RNA5SP269",0
"RNA5SP27",0
"RNA5SP270",0
"RNA5SP271",0
"RNA5SP272",0
"RNA5SP273",0
"RNA5SP274",0
"RNA5SP275",0
"RNA5SP276",0
"RNA5SP277",0
"RNA5SP278",0
"RNA5SP279",0
"RNA5SP28",0
"RNA5SP280",0
"RNA5SP281",0
"RNA5SP282",0
"RNA5SP283",6
"RNA5SP284",0
"RNA5SP285",0
"RNA5SP286",0
"RNA5SP287",0
"RNA5SP288",0
"RNA5SP289",0
"RNA5SP29",0
"RNA5SP290",2
"RNA5SP291",0
"RNA5SP292",0
"RNA5SP293",0
"RNA5SP294",0
"RNA5SP295",0
"RNA5SP296",1
"RNA5SP297",0
"RNA5SP298",5.3987
"RNA5SP299",0
"RNA5SP30",0
"RNA5SP300",0
"RNA5SP301",1
"RNA5SP302",0
"RNA5SP303",0
"RNA5SP304",1
"RNA5SP305",0
"RNA5SP306",0
"RNA5SP307",0
"RNA5SP308",0
"RNA5SP309",0
"RNA5SP31",0
"RNA5SP310",1.25
"RNA5SP311",0.75
"RNA5SP312",0.75
"RNA5SP315",1.5
"RNA5SP317",0.75
"RNA5SP318",0
"RNA5SP319",0
"RNA5SP320",0
"RNA5SP321",0
"RNA5SP322",0
"RNA5SP323",4
"RNA5SP324",0
"RNA5SP325",0
"RNA5SP326",0
"RNA5SP327",0
"RNA5SP328",0
"RNA5SP329",0
"RNA5SP33",0
"RNA5SP330",0
"RNA5SP331",0
"RNA5SP332",0
"RNA5SP333",0
"RNA5SP334",0
"RNA5SP335",0
"RNA5SP336",0
"RNA5SP337",0
"RNA5SP338",0
"RNA5SP339",0
"RNA5SP34",0
"RNA5SP340",0
"RNA5SP341",0
"RNA5SP342",0
"RNA5SP344",0
"RNA5SP345",1
"RNA5SP346",0
"RNA5SP347",0
"RNA5SP349",0
"RNA5SP35",0
"RNA5SP350",0
"RNA5SP351",0
"RNA5SP352",0
"RNA5SP353",0
"RNA5SP354",0
"RNA5SP355",1
"RNA5SP356",0
"RNA5SP357",0
"RNA5SP358",0
"RNA5SP359",0
"RNA5SP36",0
"RNA5SP360",0
"RNA5SP361",1
"RNA5SP362",0
"RNA5SP363",0
"RNA5SP364",0
"RNA5SP365",0
"RNA5SP366",0
"RNA5SP367",0
"RNA5SP368",0
"RNA5SP369",0
"RNA5SP37",4
"RNA5SP370",0
"RNA5SP371",0
"RNA5SP372",1
"RNA5SP373",0
"RNA5SP374",0
"RNA5SP375",0
"RNA5SP376",0
"RNA5SP377",0
"RNA5SP378",0
"RNA5SP379",0
"RNA5SP38",7
"RNA5SP380",0
"RNA5SP382",0
"RNA5SP383",7
"RNA5SP384",0
"RNA5SP385",0
"RNA5SP386",0
"RNA5SP387",0
"RNA5SP388",0
"RNA5SP389",2.36446
"RNA5SP39",0
"RNA5SP390",0
"RNA5SP391",0
"RNA5SP392",0.0728741
"RNA5SP393",0
"RNA5SP394",0
"RNA5SP395",1
"RNA5SP396",0
"RNA5SP397",0
"RNA5SP399",0
"RNA5SP40",0
"RNA5SP400",0
"RNA5SP401",0
"RNA5SP402",0
"RNA5SP403",0
"RNA5SP404",0
"RNA5SP405",1
"RNA5SP406",0
"RNA5SP407",0
"RNA5SP408",0
"RNA5SP409",0
"RNA5SP41",0
"RNA5SP410",0
"RNA5SP411",0
"RNA5SP412",0
"RNA5SP413",0
"RNA5SP414",0
"RNA5SP415",0
"RNA5SP416",0
"RNA5SP417",0
"RNA5SP418",0
"RNA5SP419",0
"RNA5SP42",0
"RNA5SP420",0
"RNA5SP421",0
"RNA5SP422",0
"RNA5SP423",0
"RNA5SP425",0
"RNA5SP426",0
"RNA5SP427",0
"RNA5SP428",0
"RNA5SP429",0
"RNA5SP43",0
"RNA5SP430",0
"RNA5SP431",0
"RNA5SP432",0
"RNA5SP433",0
"RNA5SP434",0
"RNA5SP435",0
"RNA5SP436",0
"RNA5SP437",0
"RNA5SP438",0
"RNA5SP439",0
"RNA5SP44",0
"RNA5SP440",0
"RNA5SP441",0
"RNA5SP442",0
"RNA5SP444",0
"RNA5SP445",0
"RNA5SP446",0
"RNA5SP447",0
"RNA5SP448",0
"RNA5SP449",3
"RNA5SP45",0
"RNA5SP450",0
"RNA5SP451",0
"RNA5SP452",3
"RNA5SP453",0
"RNA5SP454",0
"RNA5SP455",0
"RNA5SP456",0
"RNA5SP457",0
"RNA5SP458",0
"RNA5SP459",0
"RNA5SP46",0
"RNA5SP460",0
"RNA5SP461",0
"RNA5SP462",0
"RNA5SP464",0
"RNA5SP465",0
"RNA5SP466",0
"RNA5SP467",0
"RNA5SP468",0
"RNA5SP469",0
"RNA5SP47",0
"RNA5SP470",0
"RNA5SP471",0
"RNA5SP472",0
"RNA5SP473",1.73657
"RNA5SP474",1
"RNA5SP475",0
"RNA5SP476",0
"RNA5SP477",0
"RNA5SP478",0
"RNA5SP479",0
"RNA5SP48",0
"RNA5SP480",0
"RNA5SP481",0
"RNA5SP482",0
"RNA5SP483",0
"RNA5SP484",0
"RNA5SP485",0
"RNA5SP486",0
"RNA5SP487",0
"RNA5SP488",0
"RNA5SP489",0
"RNA5SP49",0
"RNA5SP490",0
"RNA5SP491",0
"RNA5SP492",0
"RNA5SP493",0
"RNA5SP494",0
"RNA5SP495",0
"RNA5SP496",0
"RNA5SP497",0
"RNA5SP498",1
"RNA5SP499",0
"RNA5SP50",0
"RNA5SP500",0
"RNA5SP501",0
"RNA5SP502",0
"RNA5SP503",0
"RNA5SP504",0
"RNA5SP505",0
"RNA5SP507",0
"RNA5SP508",0
"RNA5SP509",0
"RNA5SP51",0
"RNA5SP510",0
"RNA5SP511",0
"RNA5SP512",0
"RNA5SP513",0
"RNA5SP514",0
"RNA5SP515",0
"RNA5SP516",0
"RNA5SP517",1
"RNA5SP518",0
"RNA5SP519",0
"RNA5SP52",0
"RNA5SP520",0
"RNA5SP521",0
"RNA5SP522",0
"RNA5SP523",0
"RNA5SP53",0
"RNA5SP54",0
"RNA5SP55",0
"RNA5SP56",0
"RNA5SP57",0
"RNA5SP59",0
"RNA5SP60",0
"RNA5SP61",0
"RNA5SP62",0
"RNA5SP63",0
"RNA5SP64",0
"RNA5SP65",0
"RNA5SP66",0
"RNA5SP67",0
"RNA5SP68",0
"RNA5SP69",0
"RNA5SP70",0
"RNA5SP72",0
"RNA5SP73",0
"RNA5SP74",0
"RNA5SP75",0
"RNA5SP76",0
