10 0.20000 38112.00000
10 0.21000 38408.00000
10 0.21000 38600.00000
10 0.20000 38568.00000
10 0.21000 38520.00000
10 0.19000 38608.00000
10 0.19000 38460.00000
10 0.21000 38560.00000
10 0.20000 38396.00000
10 0.21000 38104.00000
10 0.20000 38464.00000
10 0.20000 38432.00000
10 0.24000 38432.00000
10 0.21000 38616.00000
10 0.19000 38396.00000
10 0.20000 38592.00000
10 0.20000 38508.00000
10 0.24000 38432.00000
20 0.21000 38104.00000
20 0.21000 38388.00000
20 0.21000 38540.00000
20 0.20000 38444.00000
20 0.20000 38516.00000
20 0.20000 38096.00000
20 0.26000 38048.00000
20 0.26000 38464.00000
20 0.20000 38500.00000
20 0.21000 38300.00000
20 0.20000 38452.00000
20 0.21000 38284.00000
20 0.20000 38640.00000
20 0.19000 38316.00000
20 0.21000 38284.00000
20 0.21000 38404.00000
20 0.21000 38432.00000
20 0.20000 38444.00000
30 0.21000 38364.00000
30 0.20000 38388.00000
30 0.21000 38508.00000
30 0.20000 38560.00000
30 0.20000 38516.00000
30 0.21000 38396.00000
30 0.19000 38168.00000
30 0.20000 38384.00000
30 0.20000 38448.00000
30 0.27000 38536.00000
30 0.27000 38576.00000
30 0.19000 38460.00000
30 0.24000 38344.00000
30 0.22000 38392.00000
30 0.22000 38512.00000
30 0.22000 38472.00000
30 0.23000 38096.00000
30 0.23000 38604.00000
40 0.22000 38456.00000
40 0.23000 38648.00000
40 0.22000 38524.00000
40 0.22000 38112.00000
40 0.22000 38104.00000
40 0.22000 38432.00000
40 0.21000 38088.00000
40 0.27000 38456.00000
40 0.21000 38124.00000
40 0.21000 38316.00000
40 0.20000 38608.00000
40 0.27000 38064.00000
40 0.22000 38424.00000
40 0.21000 38592.00000
40 0.22000 38480.00000
40 0.22000 38464.00000
40 0.20000 38312.00000
40 0.22000 38456.00000
50 0.20000 38380.00000
50 0.23000 38096.00000
50 0.21000 38428.00000
50 0.21000 38608.00000
50 0.21000 38428.00000
50 0.21000 38320.00000
50 0.20000 38516.00000
50 0.21000 38416.00000
50 0.20000 38292.00000
50 0.24000 38428.00000
50 0.21000 38460.00000
50 0.24000 38552.00000
50 0.20000 38508.00000
50 0.28000 38120.00000
50 0.28000 38404.00000
50 0.20000 38600.00000
50 0.21000 38108.00000
50 0.20000 38396.00000
60 0.22000 38280.00000
60 0.26000 38600.00000
60 0.23000 38264.00000
60 0.21000 38260.00000
60 0.22000 38280.00000
60 0.26000 38596.00000
60 0.20000 38460.00000
60 0.25000 38644.00000
60 0.21000 38212.00000
60 0.21000 38528.00000
60 0.21000 38616.00000
60 0.24000 38196.00000
60 0.24000 38528.00000
60 0.22000 38652.00000
60 0.20000 38580.00000
60 0.25000 38368.00000
60 0.24000 38528.00000
60 0.24000 38564.00000
70 0.24000 38796.00000
70 0.23000 38956.00000
70 0.25000 39008.00000
70 0.20000 38760.00000
70 0.21000 38668.00000
70 0.23000 38992.00000
70 0.25000 38868.00000
70 0.21000 38772.00000
70 0.22000 38852.00000
70 0.24000 38756.00000
70 0.21000 38748.00000
70 0.22000 38712.00000
70 0.24000 38652.00000
70 0.23000 38812.00000
70 0.24000 38664.00000
70 0.24000 38652.00000
70 0.25000 38880.00000
70 0.20000 38788.00000
80 0.23000 39028.00000
80 0.23000 38840.00000
80 0.22000 39248.00000
80 0.22000 39096.00000
80 0.25000 38972.00000
80 0.24000 38924.00000
80 0.24000 38980.00000
80 0.23000 39028.00000
80 0.23000 39280.00000
80 0.23000 38976.00000
80 0.23000 39048.00000
80 0.22000 38960.00000
80 0.22000 38784.00000
80 0.23000 38828.00000
80 0.31000 39044.00000
80 0.24000 39064.00000
80 0.30000 39088.00000
80 0.22000 38828.00000
90 0.25000 39508.00000
90 0.25000 39448.00000
90 0.22000 39128.00000
90 0.21000 39244.00000
90 0.24000 39488.00000
90 0.24000 39100.00000
90 0.22000 39476.00000
90 0.21000 39320.00000
90 0.25000 39284.00000
90 0.25000 39292.00000
90 0.23000 39348.00000
90 0.23000 39164.00000
90 0.30000 39380.00000
90 0.22000 39340.00000
90 0.23000 39196.00000
90 0.22000 39084.00000
90 0.23000 39256.00000
90 0.30000 38940.00000
100 0.25000 39592.00000
100 0.24000 39652.00000
100 0.22000 39308.00000
100 0.23000 39988.00000
100 0.25000 39724.00000
100 0.24000 39708.00000
100 0.25000 39736.00000
100 0.23000 39792.00000
100 0.24000 39644.00000
100 0.24000 39448.00000
100 0.24000 39780.00000
100 0.24000 39740.00000
100 0.25000 39932.00000
100 0.23000 39232.00000
100 0.25000 39504.00000
100 0.23000 39480.00000
100 0.24000 39224.00000
100 0.24000 39176.00000
110 0.26000 39848.00000
110 0.23000 40136.00000
110 0.26000 40232.00000
110 0.23000 39924.00000
110 0.24000 40200.00000
110 0.23000 39920.00000
110 0.24000 39860.00000
110 0.24000 40100.00000
110 0.25000 39988.00000
110 0.25000 39872.00000
110 0.24000 39872.00000
110 0.27000 39860.00000
110 0.23000 39768.00000
110 0.24000 39900.00000
110 0.25000 39572.00000
110 0.25000 40060.00000
110 0.24000 39836.00000
110 0.25000 39744.00000
120 0.26000 40536.00000
120 0.25000 40184.00000
120 0.26000 40080.00000
120 0.26000 40196.00000
120 0.26000 40036.00000
120 0.25000 40344.00000
120 0.23000 40704.00000
120 0.28000 40196.00000
120 0.28000 40396.00000
120 0.25000 40424.00000
120 0.28000 40424.00000
120 0.28000 40360.00000
120 0.28000 40560.00000
120 0.24000 40324.00000
120 0.27000 40556.00000
120 0.25000 40032.00000
120 0.24000 40500.00000
120 0.24000 40164.00000
130 0.28000 40820.00000
130 0.27000 40584.00000
130 0.27000 40940.00000
130 0.27000 40428.00000
130 0.27000 40920.00000
130 0.27000 40680.00000
130 0.26000 40916.00000
130 0.27000 40620.00000
130 0.26000 40636.00000
130 0.31000 40680.00000
130 0.26000 40944.00000
130 0.31000 40928.00000
130 0.29000 40936.00000
130 0.27000 40600.00000
130 0.29000 40556.00000
130 0.27000 40876.00000
130 0.25000 41116.00000
130 0.26000 40948.00000
140 0.27000 41152.00000
140 0.28000 41324.00000
140 0.27000 41220.00000
140 0.28000 41056.00000
140 0.28000 40956.00000
140 0.27000 41436.00000
140 0.30000 40956.00000
140 0.30000 41404.00000
140 0.26000 41536.00000
140 0.29000 40976.00000
140 0.26000 40996.00000
140 0.29000 41492.00000
140 0.31000 41440.00000
140 0.31000 41376.00000
140 0.27000 40888.00000
140 0.26000 41340.00000
140 0.29000 41360.00000
140 0.30000 41428.00000
