t1,t2
0.004697535,0.003883349
0.005511561,0.002876879
0.003390204,0.002694346
0.005465917,0.003857827
0.00420113,0.003973135
0.004005138,0.002581588
0.00751677,0.003076642
0.003764641,0.004353341
0.005248543,0.004799292
0.003750459,0.003532054
0.003553575,0.002739129
0.003709087,0.004754469
0.004378563,0.003460309
0.004558636,0.003357102
0.003768211,0.002859918
0.003516253,0.00361058
0.004157488,0.002668714
0.005020797,0.002915182
0.004089493,0.002867998
0.003678634,0.003436308
0.003693325,0.004625429
0.003789723,0.003550655
0.004094334,0.002807684
0.002687286,0.002644182
0.003303308,0.002954464
0.004154548,0.002660003
0.007353638,0.002713368
0.003419887,0.003635851
0.003262375,0.003824955
