t1,t2
0.004932041,0.019411086
0.005281356,0.025928178
0.004697535,0.018995304
0.005511561,0.018193056
0.003390204,0.018452075
0.005465917,0.017498414
0.00420113,0.02297977
0.004005138,0.021077438
0.00751677,0.019304147
0.003764641,0.017148059
0.005248543,0.015662808
0.003750459,0.014467029
0.003553575,0.018304094
0.003709087,0.020240627
0.004378563,0.018232099
0.004558636,0.017624623
0.003768211,0.019622101
0.003516253,0.01906522
0.004157488,0.016248532
0.005020797,0.015755576
0.004089493,0.04963597
0.003678634,0.016728187
0.003693325,0.012961548
0.003789723,0.019724689
0.004094334,0.024101002
0.002687286,0.020670649
0.003303308,0.016675043
0.004154548,0.019582509
0.007353638,0.019815756
0.003419887,0.014857179
0.003262375,0.0235316
